smiles,pka_values,functional_groups,mapping,pka_matrix
NCc1cccnc1,"[3.71, 8.63]","[{'type': 'Pyridine', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.71': {'type': 'Pyridine', 'indices': [6]}, '8.63': {'type': 'PrimaryAmine', 'indices': [0]}}","[(6, 3.71), (0, 8.63)]"
NCc1ccncc1,"[4.05, 8.3]","[{'type': 'Pyridine', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'4.05': {'type': 'Pyridine', 'indices': [5]}, '8.3': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 4.05), (0, 8.3)]"
CN1CCN2CCN(C)CCN(CC1)CCN(C)CC2,"[10.0, 11.8]","[{'type': 'TertiaryAmine', 'indices': [1]}, {'type': 'TertiaryAmine', 'indices': [4]}, {'type': 'TertiaryAmine', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [11]}, {'type': 'TertiaryAmine', 'indices': [16]}]","{'10.0': {'type': 'TertiaryAmine', 'indices': [1]}, '11.8': {'type': 'TertiaryAmine', 'indices': [4]}}","[(1, 10.0), (4, 11.8)]"
NCCc1c[nH]c(S)n1,"[9.12, 11.62]","[{'type': 'Thiol', 'indices': [7]}, {'type': 'Imidazole', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'9.12': {'type': 'Thiol', 'indices': [7]}, '11.62': {'type': 'PrimaryAmine', 'indices': [0]}}","[(7, 9.12), (0, 11.62)]"
NCCc1ccc(O)cc1,"[9.43, 10.52]","[{'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'9.43': {'type': 'Phenol', 'indices': [7]}, '10.52': {'type': 'PrimaryAmine', 'indices': [0]}}","[(7, 9.43), (0, 10.52)]"
NCCc1cccc(O)c1,"[9.34, 10.47]","[{'type': 'Phenol', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'9.34': {'type': 'Phenol', 'indices': [8]}, '10.47': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 9.34), (0, 10.47)]"
NCCc1ccccn1,"[3.9, 9.55]","[{'type': 'Pyridine', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.9': {'type': 'Pyridine', 'indices': [8]}, '9.55': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 3.9), (0, 9.55)]"
NCCc1cccnc1,"[4.64, 9.44]","[{'type': 'Pyridine', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'4.64': {'type': 'Pyridine', 'indices': [7]}, '9.44': {'type': 'PrimaryAmine', 'indices': [0]}}","[(7, 4.64), (0, 9.44)]"
NCCCCc1ccncc1,"[5.81, 10.18]","[{'type': 'Pyridine', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.81': {'type': 'Pyridine', 'indices': [8]}, '10.18': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 5.81), (0, 10.18)]"
NCCCN,"[8.78, 10.54]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'8.78': {'type': 'PrimaryAmine', 'indices': [0]}, '10.54': {'type': 'PrimaryAmine', 'indices': [4]}}","[(0, 8.78), (4, 10.54)]"
COC(=O)C(N)CCCCN,"[7.19, 10.25]","[{'type': 'PrimaryAmine', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [10]}]","{'7.19': {'type': 'PrimaryAmine', 'indices': [5]}, '10.25': {'type': 'PrimaryAmine', 'indices': [10]}}","[(5, 7.19), (10, 10.25)]"
NCCNC(=O)C(=O)NCCN,"[8.45, 9.23]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'8.45': {'type': 'PrimaryAmine', 'indices': [0]}, '9.23': {'type': 'PrimaryAmine', 'indices': [11]}}","[(0, 8.45), (11, 9.23)]"
NCCCNC(=O)C(=O)NCCCN,"[9.41, 10.13]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [13]}]","{'9.41': {'type': 'PrimaryAmine', 'indices': [0]}, '10.13': {'type': 'PrimaryAmine', 'indices': [13]}}","[(0, 9.41), (13, 10.13)]"
NCCCc1ccccn1,"[4.98, 10.1]","[{'type': 'Pyridine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'4.98': {'type': 'Pyridine', 'indices': [9]}, '10.1': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 4.98), (0, 10.1)]"
COC(=O)C(N)Cc1ccc(O)cc1,"[7.09, 9.89]","[{'type': 'Phenol', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'7.09': {'type': 'PrimaryAmine', 'indices': [5]}, '9.89': {'type': 'Phenol', 'indices': [11]}}","[(5, 7.09), (11, 9.89)]"
CNCC(=O)NCC(O)=O,"[3.0, 8.44]","[{'type': 'COOH', 'indices': [8]}, {'type': 'SecondaryAmine', 'indices': [1]}]","{'3.0': {'type': 'COOH', 'indices': [8]}, '8.44': {'type': 'SecondaryAmine', 'indices': [1]}}","[(8, 3.0), (1, 8.44)]"
CNCCCNC,"[8.81, 10.64]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'SecondaryAmine', 'indices': [5]}]","{'8.81': {'type': 'SecondaryAmine', 'indices': [1]}, '10.64': {'type': 'SecondaryAmine', 'indices': [5]}}","[(1, 8.81), (5, 10.64)]"
CNCCNC,"[7.04, 10.05]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'SecondaryAmine', 'indices': [4]}]","{'7.04': {'type': 'SecondaryAmine', 'indices': [1]}, '10.05': {'type': 'SecondaryAmine', 'indices': [4]}}","[(1, 7.04), (4, 10.05)]"
CNCCSCCNC,"[8.94, 9.91]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'SecondaryAmine', 'indices': [7]}]","{'8.94': {'type': 'SecondaryAmine', 'indices': [1]}, '9.91': {'type': 'SecondaryAmine', 'indices': [7]}}","[(1, 8.94), (7, 9.91)]"
CNCCSCCOCCSCCNC,"[9.06, 9.84]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'SecondaryAmine', 'indices': [13]}]","{'9.06': {'type': 'SecondaryAmine', 'indices': [1]}, '9.84': {'type': 'SecondaryAmine', 'indices': [13]}}","[(1, 9.06), (13, 9.84)]"
NCCCCc1ccccn1,"[5.56, 10.3]","[{'type': 'Pyridine', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.56': {'type': 'Pyridine', 'indices': [10]}, '10.3': {'type': 'PrimaryAmine', 'indices': [0]}}","[(10, 5.56), (0, 10.3)]"
NCCCCc1cccnc1,"[5.52, 10.16]","[{'type': 'Pyridine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.52': {'type': 'Pyridine', 'indices': [9]}, '10.16': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 5.52), (0, 10.16)]"
OC(=O)c1cccc(Br)c1C(O)=O,"[2.37, 4.35]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [11]}]","{'2.37': {'type': 'COOH', 'indices': [0]}, '4.35': {'type': 'COOH', 'indices': [11]}}","[(0, 2.37), (11, 4.35)]"
OC(=O)c1cccc(O)c1,"[3.99, 9.62]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [8]}]","{'3.99': {'type': 'COOH', 'indices': [0]}, '9.62': {'type': 'Phenol', 'indices': [8]}}","[(0, 3.99), (8, 9.62)]"
OC(=O)c1ccc(Br)cc1C(O)=O,"[2.5, 4.6]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [11]}]","{'2.5': {'type': 'COOH', 'indices': [0]}, '4.6': {'type': 'COOH', 'indices': [11]}}","[(0, 2.5), (11, 4.6)]"
OC(=O)c1ccc(O)cc1,"[4.37, 8.98]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [7]}]","{'4.37': {'type': 'COOH', 'indices': [0]}, '8.98': {'type': 'Phenol', 'indices': [7]}}","[(0, 4.37), (7, 8.98)]"
OC(=O)c1ccc(cc1)C(O)=O,"[3.38, 4.15]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}]","{'3.38': {'type': 'COOH', 'indices': [0]}, '4.15': {'type': 'COOH', 'indices': [10]}}","[(0, 3.38), (10, 4.15)]"
N[C@@H](CO)C(=O)NCC(O)=O,"[3.15, 7.34]","[{'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.15': {'type': 'COOH', 'indices': [9]}, '7.34': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 3.15), (0, 7.34)]"
N[C@@H](CO)C(O)=O,"[2.16, 9.05]","[{'type': 'COOH', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.16': {'type': 'COOH', 'indices': [5]}, '9.05': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 2.16), (0, 9.05)]"
N[C@@H](CCO)C(O)=O,"[2.24, 9.28]","[{'type': 'COOH', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.24': {'type': 'COOH', 'indices': [6]}, '9.28': {'type': 'PrimaryAmine', 'indices': [0]}}","[(6, 2.24), (0, 9.28)]"
N[C@@H](CC[S](O)(=O)=O)C(O)=O,"[2.11, 8.93]","[{'type': 'SulfonicAcid', 'indices': [5]}, {'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.11': {'type': 'COOH', 'indices': [9]}, '8.93': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 2.11), (0, 8.93)]"
CN1CCN2CCNCCN(CC1)CCN(C)CC2,"[9.05, 12.5]","[{'type': 'SecondaryAmine', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [1]}, {'type': 'TertiaryAmine', 'indices': [4]}, {'type': 'TertiaryAmine', 'indices': [10]}, {'type': 'TertiaryAmine', 'indices': [15]}]","{'9.05': {'type': 'SecondaryAmine', 'indices': [7]}, '12.5': {'type': 'TertiaryAmine', 'indices': [1]}}","[(7, 9.05), (1, 12.5)]"
N[C@@H](CCC(N)=O)C(O)=O,"[2.19, 9.0]","[{'type': 'COOH', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.19': {'type': 'COOH', 'indices': [8]}, '9.0': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 2.19), (0, 9.0)]"
N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"[3.39, 7.47]","[{'type': 'COOH', 'indices': [32]}, {'type': 'SecondaryAmine', 'indices': [5]}, {'type': 'SecondaryAmine', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [7]}]","{'3.39': {'type': 'COOH', 'indices': [32]}, '7.47': {'type': 'PrimaryAmine', 'indices': [0]}}","[(32, 3.39), (0, 7.47)]"
Nc1ccc(cc1)C(O)=O,"[2.5, 4.69]","[{'type': 'COOH', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'2.5': {'type': 'COOH', 'indices': [8]}, '4.69': {'type': 'Aniline', 'indices': [0]}}","[(8, 2.5), (0, 4.69)]"
Nc1ccc(cc1C(O)=O)[S](O)(=O)=O,"[1.6, 4.29]","[{'type': 'SulfonicAcid', 'indices': [11]}, {'type': 'COOH', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'1.6': {'type': 'COOH', 'indices': [8]}, '4.29': {'type': 'Aniline', 'indices': [0]}}","[(8, 1.6), (0, 4.29)]"
Nc1ccc(cc1N)C(O)=O,"[3.69, 4.75]","[{'type': 'COOH', 'indices': [9]}, {'type': 'Aniline', 'indices': [0]}, {'type': 'Aniline', 'indices': [7]}]","{'3.69': {'type': 'Aniline', 'indices': [0]}, '4.75': {'type': 'Aniline', 'indices': [7]}}","[(0, 3.69), (7, 4.75)]"
OC(=O)CSCCSCC(O)=O,"[3.2, 4.0]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}]","{'3.2': {'type': 'COOH', 'indices': [0]}, '4.0': {'type': 'COOH', 'indices': [10]}}","[(0, 3.2), (10, 4.0)]"
OC(=O)c1cccc(c1)C(O)=O,"[3.3, 4.38]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}]","{'3.3': {'type': 'COOH', 'indices': [0]}, '4.38': {'type': 'COOH', 'indices': [10]}}","[(0, 3.3), (10, 4.38)]"
OC(=O)Cc1ccc(O)cc1,"[4.25, 9.88]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [8]}]","{'4.25': {'type': 'COOH', 'indices': [0]}, '9.88': {'type': 'Phenol', 'indices': [8]}}","[(0, 4.25), (8, 9.88)]"
N[C@@H](Cc1ccccc1)C(O)=O,"[2.18, 9.09]","[{'type': 'COOH', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.18': {'type': 'COOH', 'indices': [10]}, '9.09': {'type': 'PrimaryAmine', 'indices': [0]}}","[(10, 2.18), (0, 9.09)]"
Nc1cccc(c1)C(O)=O,"[3.14, 4.55]","[{'type': 'COOH', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'3.14': {'type': 'Aniline', 'indices': [0]}, '4.55': {'type': 'COOH', 'indices': [8]}}","[(0, 3.14), (8, 4.55)]"
N[C@H](CO)Cc1ccc(O)cc1,"[8.94, 9.98]","[{'type': 'Phenol', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'8.94': {'type': 'Phenol', 'indices': [9]}, '9.98': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 8.94), (0, 9.98)]"
O=C1CC(=O)NCCCNCCCNCCCN1,"[7.93, 9.58]","[{'type': 'SecondaryAmine', 'indices': [9]}, {'type': 'SecondaryAmine', 'indices': [13]}]","{'7.93': {'type': 'SecondaryAmine', 'indices': [9]}, '9.58': {'type': 'SecondaryAmine', 'indices': [13]}}","[(9, 7.93), (13, 9.58)]"
N[C@@H](Cc1ccc(O)cc1)C(N)=O,"[7.42, 9.83]","[{'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'7.42': {'type': 'PrimaryAmine', 'indices': [0]}, '9.83': {'type': 'Phenol', 'indices': [7]}}","[(0, 7.42), (7, 9.83)]"
N[C@@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,"[3.11, 7.75]","[{'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.11': {'type': 'COOH', 'indices': [25]}, '7.75': {'type': 'PrimaryAmine', 'indices': [0]}}","[(25, 3.11), (0, 7.75)]"
N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O,"[3.07, 7.48]","[{'type': 'COOH', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.07': {'type': 'COOH', 'indices': [14]}, '7.48': {'type': 'PrimaryAmine', 'indices': [0]}}","[(14, 3.07), (0, 7.48)]"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(O)=O,"[3.52, 7.13]","[{'type': 'COOH', 'indices': [32]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.52': {'type': 'COOH', 'indices': [32]}, '7.13': {'type': 'PrimaryAmine', 'indices': [0]}}","[(32, 3.52), (0, 7.13)]"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,"[3.26, 7.27]","[{'type': 'COOH', 'indices': [21]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.26': {'type': 'COOH', 'indices': [21]}, '7.27': {'type': 'PrimaryAmine', 'indices': [0]}}","[(21, 3.26), (0, 7.27)]"
OC(=O)c1cccc(n1)C(O)=O,"[2.07, 4.66]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}, {'type': 'Pyridine', 'indices': [8]}]","{'2.07': {'type': 'COOH', 'indices': [0]}, '4.66': {'type': 'Pyridine', 'indices': [8]}}","[(0, 2.07), (8, 4.66)]"
OC(=O)c1ccccc1C(O)=O,"[2.76, 5.0]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}]","{'2.76': {'type': 'COOH', 'indices': [0]}, '5.0': {'type': 'COOH', 'indices': [10]}}","[(0, 2.76), (10, 5.0)]"
OC(=O)c1ccc2ccccc2n1,"[1.9, 4.77]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Pyridine', 'indices': [12]}]","{'1.9': {'type': 'COOH', 'indices': [0]}, '4.77': {'type': 'Pyridine', 'indices': [12]}}","[(0, 1.9), (12, 4.77)]"
CC(CC(O)=O)C(O)=O,"[3.88, 5.35]","[{'type': 'COOH', 'indices': [4]}, {'type': 'COOH', 'indices': [7]}]","{'3.88': {'type': 'COOH', 'indices': [4]}, '5.35': {'type': 'COOH', 'indices': [7]}}","[(4, 3.88), (7, 5.35)]"
CN(CC(O)=O)C(=O)CNC(=O)CNC(=O)CN,"[3.04, 7.92]","[{'type': 'COOH', 'indices': [4]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.04': {'type': 'COOH', 'indices': [4]}, '7.92': {'type': 'PrimaryAmine', 'indices': [17]}}","[(4, 3.04), (17, 7.92)]"
Nc1ccccc1C(O)=O,"[2.01, 4.78]","[{'type': 'COOH', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'2.01': {'type': 'COOH', 'indices': [8]}, '4.78': {'type': 'Aniline', 'indices': [0]}}","[(8, 2.01), (0, 4.78)]"
Nc1ccccc1O,"[4.74, 9.87]","[{'type': 'Phenol', 'indices': [7]}, {'type': 'Aniline', 'indices': [0]}]","{'4.74': {'type': 'Aniline', 'indices': [0]}, '9.87': {'type': 'Phenol', 'indices': [7]}}","[(0, 4.74), (7, 9.87)]"
CN1CCC(S)CC1,"[8.33, 10.35]","[{'type': 'Thiol', 'indices': [5]}, {'type': 'TertiaryAmine', 'indices': [1]}]","{'8.33': {'type': 'Thiol', 'indices': [5]}, '10.35': {'type': 'TertiaryAmine', 'indices': [1]}}","[(5, 8.33), (1, 10.35)]"
CN1CCN(C)CCN(C)CCN(C)CC1,"[8.95, 10.07]","[{'type': 'TertiaryAmine', 'indices': [1]}, {'type': 'TertiaryAmine', 'indices': [4]}, {'type': 'TertiaryAmine', 'indices': [8]}, {'type': 'TertiaryAmine', 'indices': [12]}]","{'8.95': {'type': 'TertiaryAmine', 'indices': [1]}, '10.07': {'type': 'TertiaryAmine', 'indices': [4]}}","[(1, 8.95), (4, 10.07)]"
OCC(S)CS,"[8.63, 10.65]","[{'type': 'Thiol', 'indices': [3]}, {'type': 'Thiol', 'indices': [5]}]","{'8.63': {'type': 'Thiol', 'indices': [3]}, '10.65': {'type': 'Thiol', 'indices': [5]}}","[(3, 8.63), (5, 10.65)]"
CN(CC(=O)NCC(=O)NCC(O)=O)C(=O)CN,"[3.35, 8.28]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.35': {'type': 'COOH', 'indices': [12]}, '8.28': {'type': 'PrimaryAmine', 'indices': [17]}}","[(12, 3.35), (17, 8.28)]"
CC[C@H](C)[C@H](NC(=O)[C@H](N)CC(C)C)C(O)=O,"[3.06, 8.09]","[{'type': 'COOH', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.06': {'type': 'COOH', 'indices': [15]}, '8.09': {'type': 'PrimaryAmine', 'indices': [9]}}","[(15, 3.06), (9, 8.09)]"
CN1CCN2CCCSCCCN(CC1)CCN(C)CC2,"[8.78, 11.91]","[{'type': 'TertiaryAmine', 'indices': [1]}, {'type': 'TertiaryAmine', 'indices': [4]}, {'type': 'TertiaryAmine', 'indices': [12]}, {'type': 'TertiaryAmine', 'indices': [17]}]","{'8.78': {'type': 'TertiaryAmine', 'indices': [1]}, '11.91': {'type': 'TertiaryAmine', 'indices': [4]}}","[(1, 8.78), (4, 11.91)]"
CN(CC(=O)NCC(O)=O)C(=O)CNC(=O)CN,"[3.34, 7.97]","[{'type': 'COOH', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.34': {'type': 'COOH', 'indices': [8]}, '7.97': {'type': 'PrimaryAmine', 'indices': [17]}}","[(8, 3.34), (17, 7.97)]"
CN(CC(O)=O)C(=O)CNC(=O)CN,"[2.9, 7.98]","[{'type': 'COOH', 'indices': [4]}, {'type': 'PrimaryAmine', 'indices': [13]}]","{'2.9': {'type': 'COOH', 'indices': [4]}, '7.98': {'type': 'PrimaryAmine', 'indices': [13]}}","[(4, 2.9), (13, 7.98)]"
CCCCC(C(O)=O)C(O)=O,"[2.81, 5.49]","[{'type': 'COOH', 'indices': [6]}, {'type': 'COOH', 'indices': [9]}]","{'2.81': {'type': 'COOH', 'indices': [6]}, '5.49': {'type': 'COOH', 'indices': [9]}}","[(6, 2.81), (9, 5.49)]"
CCC(N)C(O)=O,"[2.3, 9.63]","[{'type': 'COOH', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [3]}]","{'2.3': {'type': 'COOH', 'indices': [5]}, '9.63': {'type': 'PrimaryAmine', 'indices': [3]}}","[(5, 2.3), (3, 9.63)]"
OC(=O)c1cc(ccc1O)[N+]([O-])=O,"[1.94, 9.9]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [9]}]","{'1.94': {'type': 'COOH', 'indices': [0]}, '9.9': {'type': 'Phenol', 'indices': [9]}}","[(0, 1.94), (9, 9.9)]"
OC(=O)Cc1cccc(O)c1,"[4.17, 9.87]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [9]}]","{'4.17': {'type': 'COOH', 'indices': [0]}, '9.87': {'type': 'Phenol', 'indices': [9]}}","[(0, 4.17), (9, 9.87)]"
OC(=O)\C=C/C(O)=O,"[1.75, 5.925]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [6]}]","{'1.75': {'type': 'COOH', 'indices': [0]}, '5.925': {'type': 'COOH', 'indices': [6]}}","[(0, 1.75), (6, 5.925)]"
OC(=O)C[Se]CC(O)=O,"[3.31, 4.34]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'3.31': {'type': 'COOH', 'indices': [0]}, '4.34': {'type': 'COOH', 'indices': [7]}}","[(0, 3.31), (7, 4.34)]"
OC(=O)c1c(O)cccc1[N+]([O-])=O,"[1.99, 9.04]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [5]}]","{'1.99': {'type': 'COOH', 'indices': [0]}, '9.04': {'type': 'Phenol', 'indices': [5]}}","[(0, 1.99), (5, 9.04)]"
CCCC(C(O)=O)C(O)=O,"[2.84, 5.45]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}]","{'2.84': {'type': 'COOH', 'indices': [5]}, '5.45': {'type': 'COOH', 'indices': [8]}}","[(5, 2.84), (8, 5.45)]"
OC(=O)C(CC=C)C(O)=O,"[2.63, 5.24]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [8]}]","{'2.63': {'type': 'COOH', 'indices': [0]}, '5.24': {'type': 'COOH', 'indices': [8]}}","[(0, 2.63), (8, 5.24)]"
OC(=O)C(CCC=C)C(O)=O,"[2.74, 5.35]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}]","{'2.74': {'type': 'COOH', 'indices': [0]}, '5.35': {'type': 'COOH', 'indices': [9]}}","[(0, 2.74), (9, 5.35)]"
OC(=O)C(CCCC=C)C(O)=O,"[2.77, 5.37]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}]","{'2.77': {'type': 'COOH', 'indices': [0]}, '5.37': {'type': 'COOH', 'indices': [10]}}","[(0, 2.77), (10, 5.37)]"
CCOC(=O)[C@@H](N)CS,"[6.55, 8.96]","[{'type': 'Thiol', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'6.55': {'type': 'Thiol', 'indices': [8]}, '8.96': {'type': 'PrimaryAmine', 'indices': [6]}}","[(8, 6.55), (6, 8.96)]"
CCOC(=O)[C@@H](N)Cc1ccc(O)cc1,"[7.21, 9.68]","[{'type': 'Phenol', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'7.21': {'type': 'PrimaryAmine', 'indices': [6]}, '9.68': {'type': 'Phenol', 'indices': [12]}}","[(6, 7.21), (12, 9.68)]"
OC(=O)C1(CCCC1)C(O)=O,"[3.07, 5.79]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}]","{'3.07': {'type': 'COOH', 'indices': [0]}, '5.79': {'type': 'COOH', 'indices': [9]}}","[(0, 3.07), (9, 5.79)]"
OC(=O)C1(CCCCC1)C(O)=O,"[3.3, 5.7]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}]","{'3.3': {'type': 'COOH', 'indices': [0]}, '5.7': {'type': 'COOH', 'indices': [10]}}","[(0, 3.3), (10, 5.7)]"
OC(=O)/C=C/C(O)=O,"[2.84, 4.09]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [6]}]","{'2.84': {'type': 'COOH', 'indices': [0]}, '4.09': {'type': 'COOH', 'indices': [6]}}","[(0, 2.84), (6, 4.09)]"
OC(=O)/C=C/c1ccccn1,"[2.83, 4.56]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Pyridine', 'indices': [10]}]","{'2.83': {'type': 'Pyridine', 'indices': [10]}, '4.56': {'type': 'COOH', 'indices': [0]}}","[(10, 2.83), (0, 4.56)]"
OC(=O)C(=C)O[P](O)(O)=O,"[3.45, 6.244999999999999]","[{'type': 'PhosphonicAcid', 'indices': [7]}, {'type': 'PhosphonicAcid', 'indices': [8]}, {'type': 'COOH', 'indices': [0]}]","{'3.45': {'type': 'COOH', 'indices': [0]}, '6.244999999999999': {'type': 'PhosphonicAcid', 'indices': [7]}}","[(0, 3.45), (7, 6.244999999999999)]"
OC(=O)C(=Cc1ccccc1)C(O)=O,"[2.11, 4.77]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [12]}]","{'2.11': {'type': 'COOH', 'indices': [0]}, '4.77': {'type': 'COOH', 'indices': [12]}}","[(0, 2.11), (12, 4.77)]"
OC(=O)C(=O)C(O)=O,"[1.82, 3.52]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [6]}]","{'1.82': {'type': 'COOH', 'indices': [0]}, '3.52': {'type': 'COOH', 'indices': [6]}}","[(0, 1.82), (6, 3.52)]"
OC(=O)C(C(O)=O)c1ccccc1,"[2.34, 5.1]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [5]}]","{'2.34': {'type': 'COOH', 'indices': [0]}, '5.1': {'type': 'COOH', 'indices': [5]}}","[(0, 2.34), (5, 5.1)]"
OC(=O)C(O)=O,"[1.2, 3.85]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [4]}]","{'1.2': {'type': 'COOH', 'indices': [0]}, '3.85': {'type': 'COOH', 'indices': [4]}}","[(0, 1.2), (4, 3.85)]"
