SMILES,pKa,Dissociable_Atoms,Functional_Group,Name
CN1CCN(C)CCN(C)CC(C)(C)CN(C)CC1,11.4,1,tertiary_amine,"1,4,7,10,12,12-Hexamethyl-1,4,7,10-tetraazacyclotridecane"
CN1CCN(C)CCN(C)CC(C)(C)CN(C)CC1,7.95,1,tertiary_amine,"1,4,7,10,12,12-Hexamethyl-1,4,7,10-tetraazacyclotridecane"
C1CCNCCNCCNCCNC1,10.92,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,10.45,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,10.98,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,9.4,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,9.44,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,9.75,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,4.62,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,4.01,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,4.86,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,1.9,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNC1,2.0,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclotetradecane"
C1CCNCCNCCNCCNCC1,9.83,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,10.25,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,10.33,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,8.95,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,9.23,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,9.48,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,5.4,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,5.17,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,5.71,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,1.6,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCNCCNCCNCCNCC1,1.3,3:6:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclopentadecane"
C1CCCNCCNCCNCCNCC1,10.46,4:7:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclohexadecane"
C1CCCNCCNCCNCCNCC1,9.34,4:7:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclohexadecane"
C1CCCNCCNCCNCCNCC1,5.51,4:7:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclohexadecane"
C1CCCNCCNCCNCCNCC1,1.9,4:7:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10-Tetraazacyclohexadecane"
NCCN1CCCNCCNCCNCCC1,10.92,0:7:10:13,amine_primary:amine_secondary:amine_secondary:amine_secondary,"11-(2-Aminoethyl)-1,4,7,11-tetraazacyclotetradecane"
NCCN1CCCNCCNCCNCCC1,9.79,0:7:10:13,amine_primary:amine_secondary:amine_secondary:amine_secondary,"11-(2-Aminoethyl)-1,4,7,11-tetraazacyclotetradecane"
NCCN1CCCNCCNCCNCCC1,8.61,0:7:10:13,amine_primary:amine_secondary:amine_secondary:amine_secondary,"11-(2-Aminoethyl)-1,4,7,11-tetraazacyclotetradecane"
NCCN1CCCNCCNCCNCCC1,1.9,0:7:10:13,amine_primary:amine_secondary:amine_secondary:amine_secondary,"11-(2-Aminoethyl)-1,4,7,11-tetraazacyclotetradecane"
NCCCN1CCCNCCNCCNCCC1,11.07,0:8:11:14,amine_primary:amine_secondary:amine_secondary:amine_secondary,"11-(3-Aminopropyl)-1,4,7,11-tetraazacyclotetradecane"
NCCCN1CCCNCCNCCNCCC1,9.98,0:8:11:14,amine_primary:amine_secondary:amine_secondary:amine_secondary,"11-(3-Aminopropyl)-1,4,7,11-tetraazacyclotetradecane"
NCCCN1CCCNCCNCCNCCC1,9.17,0:8:11:14,amine_primary:amine_secondary:amine_secondary:amine_secondary,"11-(3-Aminopropyl)-1,4,7,11-tetraazacyclotetradecane"
NCCCN1CCCNCCNCCNCCC1,3.64,0:8:11:14,amine_primary:amine_secondary:amine_secondary:amine_secondary,"11-(3-Aminopropyl)-1,4,7,11-tetraazacyclotetradecane"
C1CNCCNCCCNCCNC1,11.4,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,11.11,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,11.63,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,10.28,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,10.18,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,10.62,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,1.6,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,1.4,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,1.6,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,2.1,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
C1CNCCNCCCNCCNC1,2.4,2:5:9:12,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclotetradecane ([14]aneN4)(Cyclam)"
CC1CNCCNCCCNCCNC1,11.08,3:6:10,amine_secondary:amine_secondary:amine_secondary,"6-Methyl-1,4,8,11-tetraazacyclotetradecane"
CC1CNCCNCCCNCCNC1,10.12,3:6:10,amine_secondary:amine_secondary:amine_secondary,"6-Methyl-1,4,8,11-tetraazacyclotetradecane"
CC1CNCCNCCCNCCNC1,2.0,3:6:10,amine_secondary:amine_secondary:amine_secondary,"6-Methyl-1,4,8,11-tetraazacyclotetradecane"
CCC1CNCCNCCCNCCNC1,10.9,4:7:11,amine_secondary:amine_secondary:amine_secondary,"6-Ethyl-1,4,8,11-tetraazacyclotetradecane"
CCC1CNCCNCCCNCCNC1,10.02,4:7:11,amine_secondary:amine_secondary:amine_secondary,"6-Ethyl-1,4,8,11-tetraazacyclotetradecane"
CCC1CNCCNCCCNCCNC1,2.6,4:7:11,amine_secondary:amine_secondary:amine_secondary,"6-Ethyl-1,4,8,11-tetraazacyclotetradecane"
CCCC1CNCCNCCCNCCNC1,10.52,5:8:12,amine_secondary:amine_secondary:amine_secondary,"6-Propyl-1,4,8,11-tetraazacyclotetradecane"
CCCC1CNCCNCCCNCCNC1,9.92,5:8:12,amine_secondary:amine_secondary:amine_secondary,"6-Propyl-1,4,8,11-tetraazacyclotetradecane"
CCCC1CNCCNCCCNCCNC1,3.2,5:8:12,amine_secondary:amine_secondary:amine_secondary,"6-Propyl-1,4,8,11-tetraazacyclotetradecane"
CCCCC1CNCCNCCCNCCNC1,10.52,6:9:13,amine_secondary:amine_secondary:amine_secondary,"6-Butyl-1,4,8,11-tetraazacyclotetradecane"
CCCCC1CNCCNCCCNCCNC1,9.88,6:9:13,amine_secondary:amine_secondary:amine_secondary,"6-Butyl-1,4,8,11-tetraazacyclotetradecane"
CCCCC1CNCCNCCCNCCNC1,2.8,6:9:13,amine_secondary:amine_secondary:amine_secondary,"6-Butyl-1,4,8,11-tetraazacyclotetradecane"
C1CNCCNCCC(NCCNC1)c2ccccc2,10.7,2:5,amine_secondary:amine_secondary,"5-(Phenyl)-1,4,8,11-tetraazacyclotetradecane"
C1CNCCNCCC(NCCNC1)c2ccccc2,10.06,2:5,amine_secondary:amine_secondary,"5-(Phenyl)-1,4,8,11-tetraazacyclotetradecane"
C1CNCCNCC(CNCCNC1)Cc2ccccc2,10.51,2:5:9,amine_secondary:amine_secondary:amine_secondary,"6-Benzyl-1,4,8,11-tetraazacyclotetradecane"
C1CNCCNCC(CNCCNC1)Cc2ccccc2,9.74,2:5:9,amine_secondary:amine_secondary:amine_secondary,"6-Benzyl-1,4,8,11-tetraazacyclotetradecane"
C1CNCCNCC(CNCCNC1)Cc2ccccc2,2.4,2:5:9,amine_secondary:amine_secondary:amine_secondary,"6-Benzyl-1,4,8,11-tetraazacyclotetradecane"
CC1(C)NCCCNCCNCCCNC1(C)C,12.2,3:7:10,amine_secondary:amine_secondary:amine_secondary,"2,2,3,3-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CC1(C)NCCCNCCNCCCNC1(C)C,10.19,3:7:10,amine_secondary:amine_secondary:amine_secondary,"2,2,3,3-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CC1(C)NCCCNCCNCCCNC1(C)C,3.7,3:7:10,amine_secondary:amine_secondary:amine_secondary,"2,2,3,3-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCNCCNCCCNCC1,11.25,1,tertiary_amine,"1-Methyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCNCCNCCCNCC1,10.2,1,tertiary_amine,"1-Methyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCNCCNCCCNCC1,2.6,1,tertiary_amine,"1-Methyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCNCCNCCCNCC1,2.2,1,tertiary_amine,"1-Methyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCNCCCNCC1,10.75,1,tertiary_amine,"4,8-Dimethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCNCCCNCC1,9.75,1,tertiary_amine,"4,8-Dimethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCNCCCNCC1,2.9,1,tertiary_amine,"4,8-Dimethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCNCCCNCC1,2.2,1,tertiary_amine,"4,8-Dimethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCN(C)CCCN(C)CC1,9.36,1,tertiary_amine,"1,4,8,11-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCN(C)CCCN(C)CC1,9.7,1,tertiary_amine,"1,4,8,11-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCN(C)CCCN(C)CC1,9.02,1,tertiary_amine,"1,4,8,11-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCN(C)CCCN(C)CC1,9.31,1,tertiary_amine,"1,4,8,11-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCN(C)CCCN(C)CC1,2.54,1,tertiary_amine,"1,4,8,11-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCN(C)CCCN(C)CC1,3.09,1,tertiary_amine,"1,4,8,11-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCN(C)CCCN(C)CC1,2.25,1,tertiary_amine,"1,4,8,11-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
CN1CCCN(C)CCN(C)CCCN(C)CC1,2.64,1,tertiary_amine,"1,4,8,11-Tetramethyl-1,4,8,11-tetraazacyclotetradecane"
FC1CNCCNCCCNCCNC1,10.96,3:6,amine_secondary:amine_secondary,"6-Fluoro-1,4,8,11-tetraazacyclotetradecane"
FC1CNCCNCCCNCCNC1,9.41,3:6,amine_secondary:amine_secondary,"6-Fluoro-1,4,8,11-tetraazacyclotetradecane"
CC1(F)CNCCNCCCNCCNC1,11.34,4:7,amine_secondary:amine_secondary,"6-Fluoro-6-methyl-1,4,8,11-tetraazacyclotetradecane"
CC1(F)CNCCNCCCNCCNC1,9.69,4:7,amine_secondary:amine_secondary,"6-Fluoro-6-methyl-1,4,8,11-tetraazacyclotetradecane"
FC1(F)CNCCNCCCNCCNC1,10.78,4:7,amine_secondary:amine_secondary,"6,6-Difluoro-1,4,8,11-tetraazacyclotetradecane"
FC1(F)CNCCNCCCNCCNC1,7.52,4:7,amine_secondary:amine_secondary,"6,6-Difluoro-1,4,8,11-tetraazacyclotetradecane"
FC1(F)CNCCNCC(F)(F)CNCCNC1,8.22,4:7,amine_secondary:amine_secondary,"6,6,13,13-Tetrafluoro-1,4,8,11-tetraazacyclotetradecane"
FC1(F)CNCCNCC(F)(F)CNCCNC1,6.7,4:7,amine_secondary:amine_secondary,"6,6,13,13-Tetrafluoro-1,4,8,11-tetraazacyclotetradecane"
NC1CNCCNCCCNCCNC1,11.41,0:3:6,amine_primary:amine_secondary:amine_secondary,"6-Amino-1,4,8,11-tetraazacyclotetradecane"
NC1CNCCNCCCNCCNC1,9.94,0:3:6,amine_primary:amine_secondary:amine_secondary,"6-Amino-1,4,8,11-tetraazacyclotetradecane"
NC1CNCCNCCCNCCNC1,6.08,0:3:6,amine_primary:amine_secondary:amine_secondary,"6-Amino-1,4,8,11-tetraazacyclotetradecane"
C1CCNCCNCCCNCCNCC1,9.81,3:6:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclohexadecane"
C1CCNCCNCCCNCCNCC1,9.28,3:6:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclohexadecane"
C1CCNCCNCCCNCCNCC1,5.42,3:6:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclohexadecane"
C1CCNCCNCCCNCCNCC1,2.9,3:6:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,8,11-Tetraazacyclohexadecane"
C1CCNCCCNCCNCCCNC1,9.92,3:7:10:14,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,8,12-Tetraazacyclohexadecane"
C1CCNCCCNCCNCCCNC1,10.73,3:7:10:14,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,8,12-Tetraazacyclohexadecane"
C1CCNCCCNCCNCCCNC1,9.57,3:7:10:14,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,8,12-Tetraazacyclohexadecane"
C1CCNCCCNCCNCCCNC1,9.85,3:7:10:14,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,8,12-Tetraazacyclohexadecane"
C1CCNCCCNCCNCCCNC1,6.68,3:7:10:14,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,8,12-Tetraazacyclohexadecane"
C1CCNCCCNCCNCCCNC1,6.83,3:7:10:14,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,8,12-Tetraazacyclohexadecane"
C1CCNCCCNCCNCCCNC1,3.42,3:7:10:14,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,8,12-Tetraazacyclohexadecane"
C1CCNCCCNCCNCCCNC1,3.96,3:7:10:14,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,8,12-Tetraazacyclohexadecane"
C1CCNCCCNCCCNCCCNC1,11.2,3:7:11:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13-Tetraazacycloheptadecane"
C1CCNCCCNCCCNCCCNC1,10.13,3:7:11:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13-Tetraazacycloheptadecane"
C1CCNCCCNCCCNCCCNC1,7.96,3:7:11:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13-Tetraazacycloheptadecane"
C1CCNCCCNCCCNCCCNC1,6.3,3:7:11:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13-Tetraazacycloheptadecane"
CN1CCN2CCNCCN(CC1)CCN(C)CC2,12.5,1,tertiary_amine,"4,10-Dimethyl-1,4,7,10,15-pentaazabicyclo[5.5.5]heptadecane"
CN1CCN2CCNCCN(CC1)CCN(C)CC2,9.05,1,tertiary_amine,"4,10-Dimethyl-1,4,7,10,15-pentaazabicyclo[5.5.5]heptadecane"
CN1CCN2CCN(C)CCN(CC1)CCN(C)CC2,11.8,1,tertiary_amine,"4,10,15-Trimethyl-1,4,7,10,15-pentaazabicyclo[5.5.5]heptadecane"
CN1CCN2CCN(C)CCN(CC1)CCN(C)CC2,10.0,1,tertiary_amine,"4,10,15-Trimethyl-1,4,7,10,15-pentaazabicyclo[5.5.5]heptadecane"
CN1CCN2CCCNCCCN(CC1)CCN(C)CC2,8.41,1,tertiary_amine,"12,17-Dimethyl-1,5,9,12,17-pentaazabicyclo[7.5.5]nonadecane"
CN1CCCN2CCN(C)CCN(CCC1)CCN(C)CC2,11.83,1,tertiary_amine,"5,12,17-Trimethyl-1,5,9,12,17-pentaazabicyclo[7.5.5]nonadecane"
CN1CCCN2CCN(C)CCN(CCC1)CCN(C)CC2,9.53,1,tertiary_amine,"5,12,17-Trimethyl-1,5,9,12,17-pentaazabicyclo[7.5.5]nonadecane"
CN1CCCN2CCN(C)CCN(CCC1)CCN(C)CC2,3.43,1,tertiary_amine,"5,12,17-Trimethyl-1,5,9,12,17-pentaazabicyclo[7.5.5]nonadecane"
C1CCNCCNCCNCCNCCNC1,10.38,3:6:9,amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacycloheptadecane"
C1CCNCCNCCNCCNCCNC1,9.61,3:6:9,amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacycloheptadecane"
C1CCNCCNCCNCCNCCNC1,7.85,3:6:9,amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacycloheptadecane"
C1CCNCCNCCNCCNCCNCC1,10.03,3:6:9,amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacyclooctadecane"
C1CCNCCNCCNCCNCCNCC1,9.4,3:6:9,amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacyclooctadecane"
C1CCNCCNCCNCCNCCNCC1,8.43,3:6:9,amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacyclooctadecane"
C1CCCNCCNCCNCCNCCNCC1,9.99,4:7:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacyclononadecane"
C1CCCNCCNCCNCCNCCNCC1,9.4,4:7:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacyclononadecane"
C1CCCNCCNCCNCCNCCNCC1,8.39,4:7:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacyclononadecane"
C1CCCNCCNCCNCCNCCNCC1,2.4,4:7:10:13,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,10,13-Pentaazacyclononadecane"
C1CNCCNCCCNCCNCCNC1,10.2,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane"
C1CNCCNCCCNCCNCCNC1,9.5,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane"
C1CNCCNCCCNCCNCCNC1,7.24,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane"
C1CNCCNCCCNCCNCCNC1,3.98,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane"
C1CNCCNCCCNCCNCCNC1,2.26,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane"
CN1CCNCCNCCN(C)CCNCCNCC1,9.78,4:7:14:17,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,10-Dimethyl-1,4,7,10,13,16-hexaazacyclooctadecane"
CN1CCNCCNCCN(C)CCNCCNCC1,9.09,4:7:14:17,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,10-Dimethyl-1,4,7,10,13,16-hexaazacyclooctadecane"
CN1CCNCCNCCN(C)CCNCCNCC1,7.76,4:7:14:17,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,10-Dimethyl-1,4,7,10,13,16-hexaazacyclooctadecane"
CN1CCNCCNCCN(C)CCNCCNCC1,3.84,4:7:14:17,amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,10-Dimethyl-1,4,7,10,13,16-hexaazacyclooctadecane"
CN1CCNCCN(C)CCN(C)CCN(C)CCNCC1,9.75,1,tertiary_amine,"1,4,7,13-Tetramethyl-1,4,7,10,13,16-hexaazacyclooctadecane"
CN1CCNCCN(C)CCN(C)CCN(C)CCNCC1,9.11,1,tertiary_amine,"1,4,7,13-Tetramethyl-1,4,7,10,13,16-hexaazacyclooctadecane"
CN1CCNCCN(C)CCN(C)CCN(C)CCNCC1,7.53,1,tertiary_amine,"1,4,7,13-Tetramethyl-1,4,7,10,13,16-hexaazacyclooctadecane"
CN1CCNCCN(C)CCN(C)CCN(C)CCNCC1,2.59,1,tertiary_amine,"1,4,7,13-Tetramethyl-1,4,7,10,13,16-hexaazacyclooctadecane"
C1CCNCCNCCNCCCCNCCNCCNC1,10.64,3:6:9:14:17:20,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,12,15,18-Hexaazacyclodocosane"
C1CCNCCNCCNCCCCNCCNCCNC1,10.12,3:6:9:14:17:20,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,12,15,18-Hexaazacyclodocosane"
C1CCNCCNCCNCCCCNCCNCCNC1,9.37,3:6:9:14:17:20,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,12,15,18-Hexaazacyclodocosane"
C1CCNCCNCCNCCCCNCCNCCNC1,8.86,3:6:9:14:17:20,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,12,15,18-Hexaazacyclodocosane"
C1CCNCCNCCNCCCCNCCNCCNC1,3.44,3:6:9:14:17:20,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,12,15,18-Hexaazacyclodocosane"
C1CCNCCNCCNCCCCNCCNCCNC1,3.42,3:6:9:14:17:20,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,12,15,18-Hexaazacyclodocosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,10.48,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,10.96,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,10.28,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,10.32,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,9.15,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,9.61,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,7.95,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,8.16,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,7.1,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,7.74,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
C1CNCCCNCCCNCCCNCCCNCCCNC1,6.5,2:6:10:14:18:22,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,5,9,13,17,21-Hexaazacyclotetracosane"
