Metal ion,Ligand,Formula,Figure definition,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,PubChemFormula,PubChemSMILES,FormulaMatch
H⁺,"5-(4-Imidazolylmethyl)-3,6-dioxo-2-(2-propyl)-1,4-diazacyclohexane",C11H16N4O2,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.3,,,False
H⁺,"5-(4-Imidazolylmethyl)-3,6-dioxo-2-(2-methylpropyl)-1,4-diazacyclohexane",C12H18N4O2,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.08,,,False
H⁺,"5-(4-Imidazolylmethyl)-3,6-dioxo-2-(phenylmethyl)-1,4-diazacyclohexane",C15H16N4O2,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.28,C8H8N2O,C1=CC=C2C(=C1)NC(=N2)CO,False
H⁺,"5-(4-Imidazolylmethyl)-3,6-dioxocyclopenta[a]1,4-diazacyclohexane",C11H14N4O2,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.39,,,False
H⁺,"2,5-Bis(4-imidazolylmethyl)-3,6-dioxo-1,4-diazacyclohexane",C12H14N6O2,H2L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.53,,,False
H⁺,"2,11-Bis(4-imidazolylmethyl)-3,6,9,12,15,18-hexaoxo-1,4,7,10,13,16-hexaazacyclooctadecane",C20H26N10O6,H2L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.79,,,False
H⁺,"2,8,14,20-Tetrakis(4-imidazolylmethyl)-3,6,9,12,15,18,21,24-octaoxo-1,4,7,10,13,16,19,22-octaazacyclotetracosane",C32H40N16O8,H4L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,7.03,,,False
H⁺,2-Mercaptoimidazole,C3H4N2S1,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,11.21,,,False
H⁺,N-Methyl-2-mercaptoimidazole,C4H6N2S1,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,11.58,,,False
H⁺,4-(2-Aminoethyl)-2-mercaptoimidazole,C5H9N3S1,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,11.62,,,False
H⁺,L-Pyroglutamyl-L-histidine methyl ester,C12H16N4O4,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.34,,,False
H⁺,L-Pyroglutamyl-L-histidyl-L-proline amide,C16H22N6O4,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.3,,,False
H⁺,L-Pyroglutamyl-D-histidyl-L-proline amide,C16H22N6O4,L,Pyridines (azines),[HL]/[L][H],22,0.1,Log K,6.15,,,False
H⁺,Picolyl-L-histidyl-proline amide,C17H20N6O3,L,Pyridines (azines),[HL]/[L][H],22,0.1,Log K,6.4,,,False
H⁺,Phenylmethyloxycarbonylglycylglycyl-L-histidine methyl ester,C16H23N5O6,L,Pyridines (azines),[HL]/[L][H],37,0.15,Log K,6.11,C3H4N2S,C1=CNC(=S)N1,False
H⁺,Phenylmethyloxycarbonyl-L-prolyl-L-histidylglycinamide,C16H23N5O6,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.3,,,False
H⁺,Phenylmethyloxycarbonylglycylglycyl-L-histidylglycylglycine ethyl ester,C24H31N7O8,L,Pyridines (azines),[HL]/[L][H],37,0.15,Log K,6.08,,,False
H⁺,N-Cyano-N'-methyl-N''-[2-(5-methyl-4-imidazolylmethylthio)ethyl]guanidine,C10H16N6S1,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.86,C4H6N2S,CN1C=CNC1=S,False
H⁺,2-Aminobenzimidazole,C7H6N3,L,Pyridines (azines),[HL]/[L][H],25,0.5,Log K,7.45,,,False
H⁺,2-(2-Aminoethyl)imidazole,C5H9N3,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.27,C5H9N3,C1=CN=C(N1)CCN,True
H⁺,4-(Aminomethyl)imidazole,C5H9N3,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.24,C7H7N3,C1=CC=C2C(=C1)NC(=N2)N,False
H⁺,4-(2-Aminoethyl)imidazole,C5H9N3,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.81,C4H7N3,C1=C(NC=N1)CN,False
H⁺,4-(2-Methylaminoethyl)imidazole,C6H11N3,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.9,,,False
H⁺,4-(2-Dimethylaminoethyl)imidazole,C7H13N3,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.33,C6H11N3,CNCCC1=CN=CN1,False
H⁺,L-4-(2-Amino-3-hydroxypropyl)imidazole,C6H11N3O1,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,8.84,,,False
H⁺,L-Histidine methyl ester,C7H11N3O2,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,7.22,,,False
H⁺,2-Hydroxy-3-(4-imidazolyl)propanoic acid methyl ester,C7H10N2O3,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.73,,,False
H⁺,L-Histidinamide,C6H10N4O1,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,7.63,,,False
H⁺,N-Acetylhistamine,C7H11N3O1,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,7.12,,,False
H⁺,Glycylhistamine,C7H12N4O1,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,8.04,C7H11N3O2,COC(=O)[C@H](CC1=CN=CN1)N,False
H⁺,Glycylglycyl-L-histidine methyl ester,C11H17N5O4,L,Pyridines (azines),[HL]/[L][H],37,0.15,Log K,7.47,,,False
H⁺,Glycylglycyl-L-histidine methyl amide,C11H17N6O3,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,7.87,,,False
H⁺,Glycylglycyl-L-histidylglycylglycine ethyl ester,C16H25N7O6,L,Pyridines (azines),[HL]/[L][H],37,0.15,Log K,7.36,C7H11N3O,CC(=O)NCCC1=CN=CN1,False
H⁺,"Pyridino[2,3-d]-1,3-diazole",C6H5N3,L,Pyridines (azines),[HL]/[L][H],25,0.5,Log K,4.1,C7H14Cl2N4O,C1=C(NC=N1)CCNC(=O)CN.Cl.Cl,False
H⁺,2-(2-Pyridyl)imidazole,C8H7N3,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,5.47,,,False
H⁺,4-(2-Pyridyl)imidazole,C8H7N3,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,5.49,,,False
H⁺,"2,2'-Diimidazolyl",C6H6N4,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,5.01,,,False
H⁺,Bis(2-imidazolyl)methane,C7H8N4,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,6.87,,,False
H⁺,"N,N'-Bis(4-imidazolylmethyl)ethylenediamine",C10H16N6,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.05,,,False
H⁺,"1,9-Di-4-imidazolyl-5-oxa-2,8-diazanonane",C12H20N6O1,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.16,C8H7N3,C1=CC=NC(=C1)C2=CN=CN2,False
H⁺,"1,10-Di-4-imidazolyl-5,6-dithia-2,9-diazadecane",C12H20N6S2,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,8.74,C10H16N6,C1=C(NC=N1)CNCCNCC2=CN=CN2,False
H⁺,"1,9-Di-4-imidazolyl-2,5,8-triazanonane",C12H21N7,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.22,,,False
H⁺,"1,11-Di-2-imidazolyl-2,6,10-triazaundecane",C14H25N7,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.76,,,False
H⁺,"1,11-Di-4-imidazolyl-2,6,10-triazaundecane",C14H25N7,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,10.12,,,False
H⁺,"5-Amino-3-methyl-1,2,4-thiadiazole",C3H5N3S1,L,Pyridines (azines),[HL]/[L][H],25,0.5,Log K,2.5,C2H3N3,C1=NNN=C1,False
H⁺,"1,2,3-Triazole",C2H3N3,L,Pyridines (azines),[HL]/[L][H],25,0.0,Log K,9.26,C2HBr2N3,C1(=NNN=C1Br)Br,False
H⁺,"4,5-Dibromo-1,2,3-triazole",C2H1Br2N3,L,Pyridines (azines),[HL]/[L][H],25,0.0,Log K,5.37,C2H3N3,C1=NC=NN1,False
H⁺,Benzotriazole,C6H5N3,L,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,8.27,C6H5N3,C1=CC2=NNN=C2C=C1,True
H⁺,"1,2,4-Triazole",C2H3N3,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,9.82,C3H5N3S,CC1=NSC(=N1)N,False
H⁺,"1,2,4-Triazolidin-3,5-dione",C2H3N3O2,L,Pyridines (azines),[HL]/[L][H],20,0.1,Log K,5.69,,,False
H⁺,"3-Amino-1,2,4-triazole",C2H4N4,HL,Pyridines (azines),[HL]/[L][H],25,0.1,Log K,10.41,,,False
H⁺,"4-Amino-1,2,4-triazole",C2H3N3O2,L,Pyridines (azines),[HL]/[L][H],25,0.5,Log K,2.53,C2H4N4,C1=NN=CN1N,False
H⁺,"4-Amino-1,2,4-triazolidin-3,5-dione",C2H4N4O2,L,Pyridines (azines),[HL]/[L][H],20,0.1,Log K,5.49,C2H4N4,C1=NNC(=N1)N,False
Cu⁺,"1,2,3,4-Thiatriazol-5-thiol",C1H1N3O2,HL,Pyridines (azines),[ML₄]/[M][L]⁴,25,2.0,Log K,16.5,CHN3S2,C1(=S)N=NNS1,False
H⁺,Tetrazole,C1H2N4,L,Pyridines (azines),[HL]/[L][H],25,0.0,Log K,4.9,CH2N4,C1=NNN=N1,True
H⁺,5-Methyltetrazole,C2H4N4,L,Pyridines (azines),[HL]/[L][H],25,0.5,Log K,5.32,C2H4N4,CC1=NNN=N1,True
H⁺,5-Cyclopropyltetrazole,C4H7N4,L,Pyridines (azines),[HL]/[L][H],25,0.0,Log K,5.41,,,False
H⁺,5-Phenyltetrazole,C7H6N4,L,Pyridines (azines),[HL]/[L][H],25,0.0,Log K,4.38,C7H6N4,C1=CC=C(C=C1)C2=NNN=N2,True
H⁺,5-Trifluoromethyltetrazole,C2H1F3N4,L,Pyridines (azines),[HL]/[L][H],25,0.0,Log K,1.7,C4H6N4,C1CC1C2=NNN=N2,False
H⁺,5-Hydroxytetrazole,C1H2N4O1,L,Pyridines (azines),[HL]/[L][H],25,0.0,Log K,10.26,C2HF3N4,C1(=NNN=N1)C(F)(F)F,False
H⁺,5-Phenoxytetrazole,C7H6N4O1,L,Pyridines (azines),[HL]/[L][H],25,0.0,Log K,3.49,CH2N4O,C1(=O)NN=NN1,False
H⁺,5-Methylthiotetrazole,C2H4N4S1,L,Pyridines (azines),[HL]/[L][H],25,0.0,Log K,4.0,,,False
H⁺,Pyridine,C5H5N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.24,C2H4N4S,CSC1=NNN=N1,False
H⁺,2-Methylpyridine,C6H7N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.96,C5H5N,C1=CC=NC=C1,False
H⁺,2-Ethylpyridine,C7H9N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,6.1,C6H7N,CC1=CC=CC=N1,False
H⁺,2-(Propyl)pyridine,C8H11N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,6.14,C7H9N,CCC1=CC=CC=N1,False
H⁺,3-Methylpyridine,C6H7N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.72,,,False
H⁺,3-Ethylpyridine,C7H9N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,5.83,C6H7N,CC1=CN=CC=C1,False
H⁺,4-Methylpyridine,C6H7N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,6.05,C7H9N,CCC1=CN=CC=C1,False
H⁺,4-Ethylpyridine,C7H9N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,6.06,C6H7N,CC1=CC=NC=C1,False
H⁺,4-(2-Methyl-2-propyl)pyridine,C9H13N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,6.2,C7H9N,CCC1=CC=NC=C1,False
H⁺,"2,3-Dimethylpyridine",C7H9N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,6.75,C7H9N,CC1=C(N=CC=C1)C,True
H⁺,"2,4-Dimethylpyridine",C7H9N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,6.67,C7H9N,CC1=CC(=NC=C1)C,True
H⁺,"2,5-Dimethylpyridine",C7H9N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,6.58,C7H9N,CC1=CN=C(C=C1)C,True
H⁺,"2,6-Dimethylpyridine",C7H9N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,6.92,C7H9N,CC1=NC(=CC=C1)C,True
H⁺,"3,4-Dimethylpyridine",C7H9N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,6.57,C7H9N,CC1=C(C=NC=C1)C,True
H⁺,"3,5-Dimethylpyridine",C7H9N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,6.24,C7H9N,CC1=CC(=CN=C1)C,True
H⁺,5-Ethyl-2-methylpyridine,C8H11N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,6.43,C8H11N,CCC1=CN=C(C=C1)C,True
H⁺,3-Ethyl-4-methylpyridine,C8H11N1,L,Quinolines,[HL]/[L][H],25,1.0,Log K,6.35,C8H11N,CCC1=C(C=CN=C1)C,True
H⁺,"2,3,6-Trimethylpyridine",C8H11N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,7.44,C8H11N,CC1=C(N=C(C=C1)C)C,True
H⁺,"2,4,6-Trimethylpyridine",C8H11N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,7.22,C8H11N,CC1=CC(=NC(=C1)C)C,True
H⁺,2-Vinylpyridine,C7H7N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.04,C7H7N,C=CC1=CC=CC=N1,True
H⁺,2-Prop-2-enylpyridine,C8H9N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.34,C8H9N,C=CCC1=CC=CC=N1,True
H⁺,2-But-3-enylpyridine,C9H11N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.88,C9H11N,C=CCCC1=CC=CC=N1,True
H⁺,2-Pent-4-enylpyridine,C10H13N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.97,C10H13N,C=CCCCC1=CC=CC=N1,True
H⁺,4-Vinylpyridine,C7H7N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.4,C7H7N,C=CC1=CC=NC=C1,True
H⁺,2-Phenylpyridine,C11H9N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,4.64,C11H9N,C1=CC=C(C=C1)C2=CC=CC=N2,True
H⁺,3-Phenylpyridine,C11H9N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,4.81,C11H9N,C1=CC=C(C=C1)C2=CN=CC=C2,True
H⁺,4-Phenylpyridine,C11H9N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.38,C11H9N,C1=CC=C(C=C1)C2=CC=NC=C2,True
H⁺,2-Benzylpyridine,C12H11N1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.12,C12H11N,C1=CC=C(C=C1)CC2=CC=CC=N2,True
H⁺,3-Cyanopyridine,C6H4N2,L,Quinolines,[HL]/[L][H],25,0.1,Log K,1.64,C6H4N2,C1=CC(=CN=C1)C#N,True
H⁺,3-(Cyanomethyl)pyridine,C7H6N2,L,Quinolines,[HL]/[L][H],25,0.5,Log K,4.06,C7H6N2,C1=CC(=CN=C1)CC#N,True
H⁺,4-Cyanopyridine,C6H4N2,L,Quinolines,[HL]/[L][H],25,0.0,Log K,1.48,C6H4N2,C1=CN=CC=C1C#N,True
H⁺,"4-Cyano-2,6-dimethylpyridine",C8H8N2,L,Quinolines,[HL]/[L][H],25,0.5,Log K,3.68,C8H8N2,CC1=CC(=CC(=N1)C)C#N,True
H⁺,2-Nitropyridine,C5H4N2O2,L,Quinolines,[HL]/[L][H],25,0.0,Log K,2.06,C5H4N2O2,C1=CC=NC(=C1)[N+](=O)[O-],True
H⁺,3-Nitropyridine,C5H4N2O2,L,Quinolines,[HL]/[L][H],25,0.0,Log K,0.8,C5H4N2O2,C1=CC(=CN=C1)[N+](=O)[O-],True
H⁺,4-Nitropyridine,C5H4N2O2,L,Quinolines,[HL]/[L][H],25,0.0,Log K,1.23,C5H4N2O2,C1=CN=CC=C1[N+](=O)[O-],True
H⁺,"2,6-Dimethyl-3-nitropyridine",C7H8N2O2,L,Quinolines,[HL]/[L][H],25,0.5,Log K,2.87,C7H8N2O2,CC1=NC(=C(C=C1)[N+](=O)[O-])C,True
H⁺,"2,6-Dimethyl-4-nitropyridine",C7H8N2O2,L,Quinolines,[HL]/[L][H],25,0.5,Log K,3.15,C7H8N2O2,CC1=CC(=CC(=N1)C)[N+](=O)[O-],True
H⁺,"2,4,6-Trimethyl-3-nitropyridine",C8H10N2O2,L,Quinolines,[HL]/[L][H],25,0.5,Log K,3.47,C8H10N2O2,CC1=CC(=NC(=C1[N+](=O)[O-])C)C,True
H⁺,2-Chloropyridine,C5H4Cl1N1,L,Quinolines,[HL]/[L][H],25,0.0,Log K,0.49,C5H4ClN,C1=CC=NC(=C1)Cl,True
H⁺,3-Chloropyridine,C5H4Cl1N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,3.01,C5H4ClN,C1=CC(=CN=C1)Cl,True
H⁺,"4-Chloro-2,6-dimethylpyridine",C7H8Cl1N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,5.46,C5H4BrN,C1=CC=NC(=C1)Br,False
H⁺,2-Bromopyridine,C5H4Br1N1,L,Quinolines,[HL]/[L][H],25,0.0,Log K,0.7,C7H8ClN,CC1=CC(=CC(=N1)C)Cl,False
H⁺,3-Bromopyridine,C5H4Br1N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,3.08,C5H4BrN,C1=CC(=CN=C1)Br,True
H⁺,4-Bromopyridine,C5H4Br1N1,L,Quinolines,[HL]/[L][H],25,0.0,Log K,3.68,C5H4BrN,C1=CN=CC=C1Br,True
H⁺,"4-Bromo-2,6-dimethylpyridine",C7H8Br1N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,5.41,,,False
H⁺,3-Iodopyridine,C5H4I1N1,L,Quinolines,[HL]/[L][H],25,0.5,Log K,3.46,C7H8BrN,CC1=CC(=CC(=N1)C)Br,False
H⁺,"2,6-Dimethylpyridine-3-sulfonic acid",C7H9N1O3S1,HL,Quinolines,[HL]/[L][H],25,0.5,Log K,4.8,C5H4IN,C1=CC(=CN=C1)I,False
H⁺,"2,6-Bis(2-methyl-2-propyl)-4-methylpyridine-3-sulfonic acid",C10H15N1O3S1,HL,Quinolines,[HL]/[L][H],25,0.5,Log K,5.05,C7H9NO3S,CC1=NC(=C(C=C1)S(=O)(=O)O)C,False
H⁺,2-Hydroxypyridine,C5H5N1O1,HL,Quinolines,[HL]/[L][H],25,1.0,Log K,9.5,C5H5NO,C1=CC(=O)NC=C1,True
H⁺,2-Hydroxypyridine-N-oxide,C5H5N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,5.81,C5H5NO2,C1=CC(=O)N(C=C1)O,True
H⁺,3-Hydroxypyridine,C5H5N1O1,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,8.5,C5H5NO,C1=CC(=CN=C1)O,True
H⁺,4-Hydroxypyridine,C5H5N1O1,HL,Quinolines,[H₂L]/[HL][H],25,1.0,Log K,3.52,,,False
H⁺,"1-Hydroxy-1,2-dihydropyridin-2-one",C5H5N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,5.86,C5H5NO,C1=CNC=CC1=O,False
H⁺,"2,3-Dihydroxypyridine",C5H5N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,8.64,,,False
H⁺,"1-Methyl-3-hydroxy-1,2-dihydropyridin-2-one",C6H11N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,8.89,C5H5NO2,C1=CC(=O)N(C=C1)O,False
H⁺,"1-Butyl-2,3-dihydroxypyridine",C9H13N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.06,,,False
H⁺,"3,4-Dihydroxypyridine",C5H5N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.01,C5H5NO2,C1=CNC(=O)C(=C1)O,True
H⁺,"2-Methyl-3,4-dihydroxypyridine",C6H7N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.8,,,False
H⁺,"1,2-Dimethyl-3,4-dihydroxypyridine",C7H9N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.81,,,False
H⁺,"1,2-Diethyl-3,4-dihydroxypyridine",C9H13N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.93,,,False
H⁺,"1-Ethyl-2-methyl-3,4-dihydroxypyridine",C8H11N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.81,,,False
H⁺,"1-Hexyl-2-methyl-3,4-dihydroxypyridine",C12H19N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.92,,,False
H⁺,"1,2-Dihydroxypyridin-2-one",C5H9N1O3,H2L,Quinolines,[HL]/[L][H],25,0.1,Log K,8.28,,,False
H⁺,3-Hydroxy-N-methylpyridinium,C6H8N1O1+,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,4.81,C5H5NO2,C1=CNC=C(C1=O)O,False
H⁺,5-Hydroxy-2-methylpyridine,C6H7N1O1,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,8.96,,,False
H⁺,3-Hydroxy-2-hydroxymethylpyridine,C6H7N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,8.6,,,False
H⁺,3-Hydroxy-4-hydroxymethylpyridine,C6H7N1O2,HL,Quinolines,[HL]/[L][H],20,0.1,Log K,8.95,,,False
H⁺,"3-Hydroxy-4-hydroxymethyl-2,5-dimethylpyridine",C8H11N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.34,,,False
H⁺,"3-Hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine",C8H11N1O3,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,8.81,C6H7NO2,C1=CC(=C(N=C1)CO)O,False
H⁺,"3-Hydroxy-4,5-bis(hydroxymethyl)-2,6-dimethylpyridine",C9H13N1O3,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.49,C8H11NO3,CC1=NC=C(C(=C1O)CO)CO,False
H⁺,Pyridine-2-carboxaldehyde,C6H5N1O1,L,Quinolines,[L]/[H-₁L][H],20,0.1,Log K,12.8,C6H5NO,C1=CC=NC(=C1)C=O,True
H⁺,Pyridine-3-carboxaldehyde,C6H5N1O1,L,Quinolines,[L]/[H-₁L][H],20,0.1,Log K,13.1,C6H5NO,C1=CC(=CN=C1)C=O,True
H⁺,Pyridine-4-carboxaldehyde,C6H5N1O1,L,Quinolines,[L]/[H-₁L][H],20,0.1,Log K,12.2,C6H5NO,C1=CN=CC=C1C=O,True
H⁺,3-Methoxypyridine-2-carboxaldehyde,C7H9N1O2,HL,Quinolines,[L]/[H-₁L][H],20,0.1,Log K,12.95,C7H7NO2,COC1=C(N=CC=C1)C=O,False
H⁺,3-Methoxypyridine-4-carboxaldehyde,C7H9N1O2,HL,Quinolines,[L]/[H-₁L][H],20,0.1,Log K,11.7,,,False
H⁺,3-Hydroxypyridine-2-carboxaldehyde,C6H7N1O2,HL,Quinolines,[HL]/[L][H],20,0.1,Log K,6.95,C7H7NO2,COC1=C(C=CN=C1)C=O,False
H⁺,3-Hydroxypyridine-4-carboxaldehyde,C6H7N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,6.7,,,False
H⁺,"3-Hydroxy-N,2,5-trimethyl-4-oxomethylpyridinium",C9H12N1O2+,HL,Quinolines,[L]/[H-₁L][H],25,0.1,Log K,13.1,C6H5NO2,C1=CC(=C(N=C1)C=O)O,False
H⁺,"3-Hydroxy-2,5-dimethylpyridine-4-carboxaldehyde",C8H9N1O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,7.98,C6H5NO2,C1=CN=CC(=C1C=O)O,False
H⁺,3-Hydroxy-5-hydroxymethyl-2-methylpyridine-4-carboxaldehyde,C8H9N1O3,HL,Quinolines,[L]/[H-₁L][H],25,0.1,Log K,12.9,,,False
H⁺,5-Hydroxymethyl-2-methyl-3-methoxypyridine-4-carboxaldehyde,C9H11N1O3,L,Quinolines,[HL]/[L][H],25,0.1,Log K,4.64,,,False
H⁺,3-Hydroxy-2-methyl-5-(2-carboxyethyl)pyridine-4-carboxaldehyde,C10H11N1O5,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,8.11,,,False
H⁺,trans-3-Hydroxy-2-methyl-5-(2-carboxyethenyl)pyridine-4-carboxaldehyde,C10H9N1O5,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,7.22,,,False
H⁺,3-Hydroxy-4-hydroxymethyl-2-methyl-5-(2-carboxyethyl)pyridine,C10H11N1O5,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,8.75,,,False
H⁺,3-Hydroxy-2-methyl-5-(2-sulfonoethyl)pyridine-4-carboxaldehyde,C9H11N1O5S1,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,7.47,C8H9NO2,CC1=CN=C(C(=C1C=O)O)C,False
H⁺,Pyridoxal-5'-(hydrogensulphate),C8H9N1O5S1,H3L,Quinolines,[HL]/[L][H],25,0.1,Log K,7.28,,,False
H⁺,Pyridoxal-5'-(dihydrogenphosphate),C8H10N1O6P1,H3L,Quinolines,[HL]/[L][H],25,0.1,Log K,8.25,,,False
H⁺,"4-Aminomethyl-3-hydroxy-2,5-dimethylpyridine",C8H12N2O1,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,9.75,,,False
H⁺,4-Aminomethyl-3-hydroxy-5-hydroxymethyl-2-methylpyridine,C8H12N2O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,10.6,,,False
H⁺,Pyridoxamine-5'-(dihydrogenphosphate),C8H13N2O5P1,H3L,Quinolines,[HL]/[L][H],25,0.1,Log K,10.8,,,False
H⁺,5-Aminomethyl-3-hydroxy-4-hydroxymethyl-2-methylpyridine-4'-(dihydrogenphosphate),C8H13N2O5P1,H3L,Quinolines,[HL]/[L][H],25,0.1,Log K,10.69,,,False
H⁺,"1,3-Dihydroxy-4-(2-pyridylazo)benzene",C11H9N3O2,H2L,Quinolines,[HL]/[L][H],25,0.1,Log K,12.1,,,False
H⁺,2-(2-Pyridylazo)-1-naphthol-4-sulfonic acid,C15H11N3O1,H2L,Quinolines,[HL]/[L][H],25,0.1,Log K,8.0,,,False
H⁺,2-(Hydroxymethyl)pyridine,C6H7N1O1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,4.9,,,False
H⁺,2-(Hydroxymethyl)-6-methylpyridine,C7H9N1O1,L,Quinolines,[HL]/[L][H],25,0.0,Log K,5.43,,,False
H⁺,2-(2-Hydroxyethyl)pyridine,C7H9N1O1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.37,C15H11N3O4S,C1=CC=C2C(=C1)C(=CC(=C2O)N=NC3=CC=CC=N3)S(=O)(=O)O,False
H⁺,2-(2-Hydroxyethyl)-6-methylpyridine,C8H11N1O1,L,Quinolines,[HL]/[L][H],25,0.0,Log K,6.1,C6H7NO,C1=CC=NC(=C1)CO,False
H⁺,2-(2-Hydroxypropyl)pyridine,C8H11N1O1,L,Quinolines,[HL]/[L][H],25,0.1,Log K,5.48,C7H9NO,C1=CC=NC(=C1)CCO,False
