SMILES,Identified_Atom_Indices,Identified_Group_Types,Expected_pKa_Count,Found_Group_Count,Reported_pKa_Values,Status
NCCOCCO,0,primary_amine_N,1,1,9.42,OK
NCCSCCO,0,primary_amine_N,1,1,9.27,OK
NCCc1ccccc1,0,primary_amine_N,1,1,9.99,OK
NCc1ccc(cc1)C#N,7,primary_amine_N,1,1,8.61,OK
NCc1ccc(cc1)C(F)(F)F,0,primary_amine_N,1,1,8.84,OK
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,0:16,primary_amine_N:imidazole_pyridine_type_N,1,2,4.08,Count Mismatch (Groups vs Num)
NC1=NC(=O)NC=C1,0:7,primary_amine_N:imidazole_pyridine_type_N,1,2,4.56,Count Mismatch (Groups vs Num)
Fc1c(F)c(F)c(S)c(F)c1F,,,1,0,2.68,Group Prediction Failed
Ic1cccnc1,5,imidazole_pyridine_type_N,1,1,3.35,OK
N,,,1,0,9.59,Group Prediction Failed
N#CCc1cccnc1,7,imidazole_pyridine_type_N,1,1,4.06,OK
N#Cc1cccnc1,6,imidazole_pyridine_type_N,1,1,1.40,OK
N#Cc1ccncc1,5,imidazole_pyridine_type_N,1,1,1.48,OK
NC(=S)NN=C1C(=O)Nc2ccc(cc12)[S](O)(=O)=O,0:3,primary_amine_N:secondary_amine_N,1,2,8.43,Count Mismatch (Groups vs Num)
NC(=S)NN=Cc1ccc(cc1)[S](O)(=O)=O,0:3,primary_amine_N:secondary_amine_N,1,2,10.80,Count Mismatch (Groups vs Num)
NC(=S)c1ccc(N)cc1,0:7,primary_amine_N:primary_amine_N,1,2,2.60,Count Mismatch (Groups vs Num)
NC(=S)c1ccc(O)cc1,0,primary_amine_N,1,1,8.28,OK
NC(CO)(CO)CO,0,primary_amine_N,1,1,8.40,OK
NC(N)=N,0:2:3,secondary_amine_N:primary_amine_N:primary_amine_N,1,3,13.50,Count Mismatch (Groups vs Num)
NC(O)=O,,,1,0,6.76,Group Prediction Failed
NC1=CC(=O)C(=CC=C1)O,0,primary_amine_N,1,1,7.47,OK
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(O)=O,0,primary_amine_N,1,1,8.33,OK
NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(O)=O,0,primary_amine_N,1,1,8.29,OK
NCC(=O)N1CCC[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC(O)=O,0,primary_amine_N,1,1,8.64,OK
NCC(=O)NCC(=O)NCC(N)=O,0,primary_amine_N,1,1,7.75,OK
C[C@H](N)C(N)=O,2,primary_amine_N,1,1,8.03,OK
NC(=O)c1ccccn1,8,imidazole_pyridine_type_N,1,1,1.80,OK
NC(=O)c1cccnc1,7,imidazole_pyridine_type_N,1,1,3.36,OK
NC(=O)c1ccncc1,6,imidazole_pyridine_type_N,1,1,3.65,OK
NCC(O)CO,0,primary_amine_N,1,1,9.26,OK
NCC(O)c1ccccc1,0,primary_amine_N,1,1,8.79,OK
NCC1CCCCC1,0,primary_amine_N,1,1,10.70,OK
NCC=C,3,primary_amine_N,1,1,9.52,OK
NC1=Nc2nc[nH]c2C(=O)N1,0:2:4,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,9.42,Count Mismatch (Groups vs Num)
NC1CCCC1,0,primary_amine_N,1,1,10.64,OK
NC1CCCCC1,0,primary_amine_N,1,1,10.59,OK
NCC#N,3,primary_amine_N,1,1,5.16,OK
C[C@H](NC(N)=O)C(O)=O,,,1,0,3.89,Group Prediction Failed
C[C@]1(CCC(=O)N1)C(O)=O,,,1,0,3.14,Group Prediction Failed
C[N+](C)(C)CCS,,,1,0,7.88,Group Prediction Failed
C[N+]([O-])=O,,,1,0,10.20,Group Prediction Failed
C[S](O)(=O)=O,,,1,0,1.92,Group Prediction Failed
C[Se]CCN,4,primary_amine_N,1,1,9.42,OK
C[Se]c1cccc2cccnc12,10,imidazole_pyridine_type_N,1,1,3.25,OK
C[Si](C)(C)c1ccc(cc1)C(O)=O,,,1,0,4.20,Group Prediction Failed
NC(=O)NCCC(O)=O,,,1,0,4.49,Group Prediction Failed
NC(=O)NCCCC(O)=O,,,1,0,4.68,Group Prediction Failed
NC(=O)[C@@H]1CCCN1,7,secondary_amine_N,1,1,8.69,OK
NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc2c[nH]cn2)NC(=O)[C@@H]3CCC(=O)N3,16,imidazole_pyridine_type_N,1,1,6.15,OK
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H]3CCC(=O)N3,16,imidazole_pyridine_type_N,1,1,6.34,OK
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCC(=O)N3,,,1,0,9.82,Group Prediction Failed
NC(=O)c1ccccc1O,,,1,0,8.89,Group Prediction Failed
C[C@H](NC(C)=O)C(O)=O,,,1,0,3.71,Group Prediction Failed
NC(=O)CCCc1ccncc1,9,imidazole_pyridine_type_N,1,1,5.64,OK
NC(=O)CCc1ccccn1,10,imidazole_pyridine_type_N,1,1,5.09,OK
NC(=O)CCc1cccnc1,9,imidazole_pyridine_type_N,1,1,5.21,OK
NC(=O)CCc1ccncc1,8,imidazole_pyridine_type_N,1,1,5.58,OK
NC(=O)Cc1ccccn1,9,imidazole_pyridine_type_N,1,1,4.34,OK
NC(=O)Cc1cccnc1,8,imidazole_pyridine_type_N,1,1,4.72,OK
NC(=O)Cc1ccncc1,7,imidazole_pyridine_type_N,1,1,5.08,OK
NC(=O)NCC(O)=O,,,1,0,3.88,Group Prediction Failed
N(c1ccccn1)c2ccccn2,4:10:11,secondary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,7.08,Count Mismatch (Groups vs Num)
N=[N+]=[N-],2,secondary_amine_N,1,1,4.61,OK
NC(=O)C(=O)NCc1ccccn1,12,imidazole_pyridine_type_N,1,1,4.20,OK
NC(=O)CCCCc1ccccn1,12,imidazole_pyridine_type_N,1,1,5.73,OK
NC(=O)CCCCc1cccnc1,11,imidazole_pyridine_type_N,1,1,5.60,OK
NC(=O)CCCCc1ccncc1,10,imidazole_pyridine_type_N,1,1,5.92,OK
NC(=O)CCCc1ccccn1,11,imidazole_pyridine_type_N,1,1,5.48,OK
NC(=O)CCCc1cccnc1,10,imidazole_pyridine_type_N,1,1,5.33,OK
FC(F)(F)C(=O)CC(=O)c1sccc1,,,1,0,6.34,Group Prediction Failed
FC(F)(F)c1[nH]nnn1,5:6:7,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,1.70,Count Mismatch (Groups vs Num)
FC1=CNC(=O)NC1=O,,,1,0,7.86,Group Prediction Failed
Cc1[nH]c2ccccc2n1,2,imidazole_pyridine_type_N,1,1,6.34,OK
Cc1[nH]cc(C)n1,6,imidazole_pyridine_type_N,1,1,8.45,OK
Cc1[nH]ccn1,2,imidazole_pyridine_type_N,1,1,7.98,OK
Cc1[nH]cnc1C,2,imidazole_pyridine_type_N,1,1,8.19,OK
Cc1[nH]nc(C)c1,6,imidazole_pyridine_type_N,1,1,4.21,OK
Cn1cnc2ncnc(N)c12,3:5:7:9,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N:primary_amine_N,1,4,4.13,Count Mismatch (Groups vs Num)
Cn1cnc2ncncc12,3:5:7,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,2.59,Count Mismatch (Groups vs Num)
Cn1nc(C)c(C)c1C,2,imidazole_pyridine_type_N,1,1,4.48,OK
Cn1nc(C)cc1C,7,imidazole_pyridine_type_N,1,1,3.96,OK
Cn1ncc(C)c1C,3,imidazole_pyridine_type_N,1,1,3.58,OK
Cn1ncc2ccccc12,2,imidazole_pyridine_type_N,1,1,0.40,OK
FC(F)(F)C(=O)CC(=O)c1ccc2ccccc2c1,,,1,0,6.28,Group Prediction Failed
FC(F)(F)C(=O)CC(=O)c1occc1,,,1,0,6.20,Group Prediction Failed
Cn1cnc2N=CNC(=O)c12,3:5,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,9.07,Count Mismatch (Groups vs Num)
Cn1cnc2c(C)ncnc12,2:4:7,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,3.40,Count Mismatch (Groups vs Num)
Cn1cnc2c(N)nc(C)nc12,2:4:6:11,imidazole_pyridine_type_N:primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,5.02,Count Mismatch (Groups vs Num)
Cn1cnc2c(N)ncnc12,3:6:7:9,imidazole_pyridine_type_N:primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,4.10,Count Mismatch (Groups vs Num)
Cn1cnc2ccccc12,3,imidazole_pyridine_type_N,1,1,5.66,OK
Cn1cnc2cnc(C)nc12,2:5:10,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,3.69,Count Mismatch (Groups vs Num)
Cn1cnc2cnc(N)nc12,3:6:8:9,imidazole_pyridine_type_N:imidazole_pyridine_type_N:primary_amine_N:imidazole_pyridine_type_N,1,4,4.11,Count Mismatch (Groups vs Num)
Cn1cnc2cncnc12,3:6:8,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,2.83,Count Mismatch (Groups vs Num)
C[Si](C)(C)c1cccc(c1)C(O)=O,,,1,0,4.09,Group Prediction Failed
Cn1cc(C)c(C)n1,5,imidazole_pyridine_type_N,1,1,3.56,OK
Cn1cc2ccccc2n1,9,imidazole_pyridine_type_N,1,1,2.00,OK
Cn1cccn1,5,imidazole_pyridine_type_N,1,1,2.04,OK
Cn1ccnc1,1,imidazole_nitrogen,1,1,7.20,OK
Cn1ccnc1C,2,imidazole_pyridine_type_N,1,1,8.21,OK
Cn1ccnc1S,4,imidazole_pyridine_type_N,1,1,11.58,OK
Cn1cnc2C(=O)NC=Nc12,3:9,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,9.22,Count Mismatch (Groups vs Num)
Cc1ccc(C)c(C)n1,8,imidazole_pyridine_type_N,1,1,7.44,OK
Cc1ccc(C)c(O)c1,,,1,0,10.40,Group Prediction Failed
Cc1ccc(C)nc1,5,pyridine_nitrogen,1,1,6.50,OK
Cc1ccc(CN)cc1,6,primary_amine_N,1,1,9.51,OK
Cc1ccc(N)c(N)c1,5:7,primary_amine_N:primary_amine_N,1,2,4.88,Count Mismatch (Groups vs Num)
Cc1ccc(N)nc1,5:6,primary_amine_N:imidazole_pyridine_type_N,1,2,7.22,Count Mismatch (Groups vs Num)
Cc1ccc(O)cc1,,,1,0,10.06,Group Prediction Failed
Cc1ccc(OCC(O)=O)cc1,,,1,0,3.21,Group Prediction Failed
Cc1cc(O)ccc1[N+]([O-])=O,,,1,0,7.36,Group Prediction Failed
Cc1cc(cc(Br)c1O)C2(O[S](=O)(=O)c3ccccc23)c4cc(C)c(O)c(Br)c4,,,1,0,6.20,Group Prediction Failed
Cc1cc(cc(C)c1O)[N+]([O-])=O,,,1,0,7.22,Group Prediction Failed
Cc1cc(cc(C)n1)C#N,9,imidazole_pyridine_type_N,1,1,3.68,OK
Cc1cc(cc(C)n1)[N+]([O-])=O,10,imidazole_pyridine_type_N,1,1,3.15,OK
Cc1cc(ccc1N)[S](O)(=O)=O,11,primary_amine_N,1,1,3.13,OK
Cc1cc2cccnc2c3ncccc13,7:10,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,5.21,Count Mismatch (Groups vs Num)
Cc1cc[nH]n1,5,imidazole_pyridine_type_N,1,1,3.44,OK
Cc1cc(C)c(O)c(C)c1,,,1,0,10.89,Group Prediction Failed
Cc1cc(C)c(O)cc1C,,,1,0,10.57,Group Prediction Failed
Cc1cc(C)c(c(C)n1)[N+]([O-])=O,11,imidazole_pyridine_type_N,1,1,3.47,OK
Cc1cc(C)cc(O)c1,,,1,0,10.09,Group Prediction Failed
Cc1cc(C)nc(C)c1,4,pyridine_nitrogen,1,1,7.22,OK
Cc1cc(C)nc(N)n1,5:7:8,imidazole_pyridine_type_N:primary_amine_N:imidazole_pyridine_type_N,1,3,5.10,Count Mismatch (Groups vs Num)
Cc1cc(O)cc(C)c1C,,,1,0,10.25,Group Prediction Failed
Cc1cc(O)cc(C)c1[N+]([O-])=O,,,1,0,8.25,Group Prediction Failed
Cc1[nH]nc(C)c1C,2,imidazole_pyridine_type_N,1,1,4.82,OK
Cc1[nH]nnn1,2:3:4,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,5.47,Count Mismatch (Groups vs Num)
Cc1c(Br)c(O)c(Br)cc1C2(O[S](=O)(=O)c3ccccc23)c4cc(Br)c(O)c(Br)c4C,,,1,0,4.68,Group Prediction Failed
Cc1c(C)c2cccnc2c3ncccc13,8:11,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,5.53,Count Mismatch (Groups vs Num)
Cc1c[nH]cn1,5,imidazole_pyridine_type_N,1,1,7.63,OK
Cc1c[nH]nc1,3,imidazole_pyridine_type_N,1,1,3.06,OK
Cc1cc(Br)cc(C)n1,8,imidazole_pyridine_type_N,1,1,5.41,OK
Cc1cc(C)c(C)c(O)c1,,,1,0,10.67,Group Prediction Failed
Cc1ccccc1S,,,1,0,7.00,Group Prediction Failed
Cc1ccccc1SCC(O)=O,,,1,0,3.27,Group Prediction Failed
Cc1ccccc1[Se]CC(O)=O,,,1,0,3.65,Group Prediction Failed
Cc1ccccn1,6,pyridine_nitrogen,1,1,5.99,OK
Cc1cccnc1,5,pyridine_nitrogen,1,1,5.73,OK
Cc1cccnc1C,5,imidazole_pyridine_type_N,1,1,6.67,OK
Cc1cccnc1N,5:7,imidazole_pyridine_type_N:primary_amine_N,1,2,7.08,Count Mismatch (Groups vs Num)
Cc1cccnn1,5:6,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,3.36,Count Mismatch (Groups vs Num)
Cc1cccc(O)c1C,,,1,0,10.54,Group Prediction Failed
Cc1cccc(OCC(O)=O)c1,,,1,0,3.20,Group Prediction Failed
Cc1cccc(S)c1,,,1,0,6.66,Group Prediction Failed
Cc1cccc(SCC(O)=O)c1,,,1,0,3.28,Group Prediction Failed
Cc1cccc([Se]CC(O)=O)c1,,,1,0,3.67,Group Prediction Failed
Cc1ccccc1C(=O)NO,,,1,0,8.56,Group Prediction Failed
Cc1ccccc1O,,,1,0,10.20,Group Prediction Failed
Cc1ccccc1OCC(O)=O,,,1,0,3.23,Group Prediction Failed
Cc1ccc2ccc3cccnc3c2n1,11:14,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,5.30,Count Mismatch (Groups vs Num)
Cc1cccc(C)c1O,,,1,0,10.62,Group Prediction Failed
Cc1cccc(C)c1OCC(O)=O,,,1,0,3.36,Group Prediction Failed
Cc1cccc(C)c1S,,,1,0,7.38,Group Prediction Failed
Cc1cccc(C)n1,7,imidazole_pyridine_type_N,1,1,6.83,OK
Cc1cccc(CCO)n1,9,imidazole_pyridine_type_N,1,1,6.10,OK
Cc1cccc(CO)n1,8,imidazole_pyridine_type_N,1,1,5.43,OK
Cc1cccc(O)c1,,,1,0,10.10,Group Prediction Failed
Cc1ccc(S)cc1,,,1,0,6.82,Group Prediction Failed
Cc1ccc(SCC(O)=O)cc1,,,1,0,3.34,Group Prediction Failed
Cc1ccc([Se]CC(O)=O)cc1,,,1,0,3.72,Group Prediction Failed
Cc1ccc(c(C)n1)[N+]([O-])=O,10,imidazole_pyridine_type_N,1,1,2.87,OK
Cc1ccc(c(C)n1)[S](O)(=O)=O,11,imidazole_pyridine_type_N,1,1,4.80,OK
Cc1ccc(cc1)N(O)C(C)=O,,,1,0,8.70,Group Prediction Failed
Cc1ccc(cc1N)[S](O)(=O)=O,11,primary_amine_N,1,1,3.64,OK
Cc1ccc2ccc3ccc(C)nc3c2n1,12:15,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,5.83,Count Mismatch (Groups vs Num)
CC(=O)NCC(=O)NCC(O)=O,,,1,0,3.36,Group Prediction Failed
CC(=O)NCC(O)=O,,,1,0,3.52,Group Prediction Failed
CC(=O)NCCC(O)=O,,,1,0,4.45,Group Prediction Failed
CC(=O)NCCS,,,1,0,9.92,Group Prediction Failed
CC(=O)NCCc1c[nH]cn1,10,imidazole_pyridine_type_N,1,1,7.12,OK
Oc1ccccc1Br,,,1,0,8.33,Group Prediction Failed
Oc1ccccc1C#N,,,1,0,6.86,Group Prediction Failed
Oc1ccccc1CC=C,,,1,0,10.27,Group Prediction Failed
CC(=O)CCCC(O)=O,,,1,0,4.66,Group Prediction Failed
CC(=O)N(O)c1ccc(I)cc1,,,1,0,8.18,Group Prediction Failed
CC(=O)N(O)c1ccc(cc1)C#N,,,1,0,8.14,Group Prediction Failed
CC(=O)N(O)c1cccc(I)c1,,,1,0,8.20,Group Prediction Failed
CC(=O)N(O)c1cccc(c1)C#N,,,1,0,8.15,Group Prediction Failed
CC(=O)N(O)c1cccc(c1)C(C)=O,,,1,0,8.23,Group Prediction Failed
CC(=O)N(O)c1ccccc1,,,1,0,8.33,Group Prediction Failed
CC(=O)NC(Cc1ccc(O)cc1)C(O)=O,,,1,0,9.88,Group Prediction Failed
[nH]1cnc2cccnc12,2:6,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,4.10,Count Mismatch (Groups vs Num)
[nH]1cnnn1,1:2:3,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,4.90,Count Mismatch (Groups vs Num)
CC(=O)C(/C)=N/O,,,1,0,9.39,Group Prediction Failed
CC(=O)C(O)=O,,,1,0,2.30,Group Prediction Failed
CC(=O)CC(=O)c1occc1,,,1,0,8.64,Group Prediction Failed
CC(=O)CC(=O)c1sccc1,,,1,0,8.36,Group Prediction Failed
CC(=O)CC(O)=O,,,1,0,3.61,Group Prediction Failed
CC(=O)CCC(O)=O,,,1,0,4.49,Group Prediction Failed
[nH]1cccn1,3,pyrazole_nitrogen,1,1,2.63,OK
[nH]1ccnc1,4,imidazole_pyridine_type_N,1,1,7.38,OK
[nH]1ccnc1c2ccccc2,5,imidazole_pyridine_type_N,1,1,6.39,OK
[nH]1ccnc1c2ccccn2,5:9,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,5.47,Count Mismatch (Groups vs Num)
[nH]1ccnn1,3:4,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,9.26,Count Mismatch (Groups vs Num)
[nH]1cnc(c1)c2ccccc2,8,imidazole_pyridine_type_N,1,1,6.00,OK
[nH]1cnc(c1)c2ccccn2,8:9,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,5.49,Count Mismatch (Groups vs Num)
[nH]1cnc2ccccc12,6,imidazole_pyridine_type_N,1,1,5.63,OK
c1cc(ccn1)c2ccncc2,6:11,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,4.67,Count Mismatch (Groups vs Num)
c1ccc(cc1)c2ccccn2,9,imidazole_pyridine_type_N,1,1,4.64,OK
c1ccc(cc1)c2cccnc2,8,imidazole_pyridine_type_N,1,1,4.81,OK
c1ccc(cc1)c2ccncc2,7,imidazole_pyridine_type_N,1,1,5.38,OK
c1ccc(nc1)c2cccnc2,8:10,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,4.42,Count Mismatch (Groups vs Num)
c1ccc(nc1)c2ccncc2,7:10,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,4.77,Count Mismatch (Groups vs Num)
c1ccc2ncccc2c1,5,pyridine_nitrogen,1,1,4.89,OK
c1ccncc1,3,pyridine_nitrogen,1,1,5.31,OK
c1ccnnc1,3:4,pyridazine_N:pyridazine_N,1,2,2.48,Count Mismatch (Groups vs Num)
c1cnc2ccc3ncccc3c2c1,2:10,pyridine_nitrogen:pyridine_nitrogen,1,2,4.00,Count Mismatch (Groups vs Num)
c1cncc(c1)c2cccnc2,2:9,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,4.60,Count Mismatch (Groups vs Num)
c1cncc(c1)c2ccncc2,2:8,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,4.85,Count Mismatch (Groups vs Num)
c1cnccn1,2:5,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,0.97,Count Mismatch (Groups vs Num)
s1ccc(c1)c2ccccn2,9,imidazole_pyridine_type_N,1,1,4.67,OK
s1ccc(c1)c2cccnc2,2,imidazole_pyridine_type_N,1,1,4.81,OK
s1ccc(c1)c2ccncc2,10,imidazole_pyridine_type_N,1,1,5.60,OK
s1cccc1c2ccccn2,9,imidazole_pyridine_type_N,1,1,3.69,OK
s1cccc1c2cccnc2,2,imidazole_pyridine_type_N,1,1,4.41,OK
s1cccc1c2ccncc2,7,imidazole_pyridine_type_N,1,1,5.48,OK
s1ccnc1,4,imidazole_pyridine_type_N,1,1,2.80,OK
s1ccnc1c2ccccn2,5:9,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,2.16,Count Mismatch (Groups vs Num)
s1cnc(c1)c2ccccn2,8:9,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,4.05,Count Mismatch (Groups vs Num)
s1cncc1c2ccccn2,6:9,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,2.68,Count Mismatch (Groups vs Num)
Brc1[nH]nnc1Br,2:3,imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,2,5.37,Count Mismatch (Groups vs Num)
Cc1ccc(S)c(S)c1,,,2,0,"5.34,11.00",Group Prediction Failed
Cc1ccc(CNCCN)cc1,6:9,secondary_amine_N:primary_amine_N,2,2,"6.51,9.41",OK
Cc1cccc(CN)n1,7:8,primary_amine_N:imidazole_pyridine_type_N,2,2,"3.08,8.90",OK
Cc1ccc2c(ccc(O)c2n1)[S](O)(=O)=O,15,imidazole_pyridine_type_N,2,1,"4.63,8.72",Count Mismatch (Groups vs Num)
Cc1ccc2cccc(O)c2n1,11,imidazole_pyridine_type_N,2,1,"5.65,8.83",Count Mismatch (Groups vs Num)
Cc1ccc2cccc(S)c2n1,11,imidazole_pyridine_type_N,2,1,"2.22,8.99",Count Mismatch (Groups vs Num)
Cc1cccc(C(O)=O)c1O,,,2,0,"2.92,14.80",Group Prediction Failed
Cc1cccc(C)c1NC(=O)CN(CC(O)=O)CC(O)=O,,,2,0,"2.16,5.88",Group Prediction Failed
CC(=O)NCCN(CC(O)=O)CC(O)=O,,,2,0,"1.90,8.17",Group Prediction Failed
C(CCc1ccccn1)CCc2ccccn2,14:15,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"5.45,6.33",OK
C(CCc1ccccn1)Cc2ccccn2,13:14,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"5.27,6.25",OK
Cc1cc(C)c(NC(=O)CN(CC(O)=O)CC(O)=O)c(C)c1,,,2,0,"2.19,6.01",Group Prediction Failed
Cc1ccc(cc1)[S](=O)(=O)NCCN(CC(O)=O)CC(O)=O,,,2,0,"2.15,7.86",Group Prediction Failed
Cc1ccc(cc1C)[P](O)(O)=O,,,2,0,"2.04,7.72",Group Prediction Failed
Cc1ccc(O)c(c1)C(O)=O,,,2,0,"2.96,14.30",Group Prediction Failed
Cc1ccc(O)cn1,7,imidazole_pyridine_type_N,2,1,"5.44,8.96",Count Mismatch (Groups vs Num)
CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,18,imidazole_pyridine_type_N,2,1,"2.96,7.06",Count Mismatch (Groups vs Num)
CC(=O)CN(CC(O)=O)CC(O)=O,,,2,0,"2.62,7.71",Group Prediction Failed
CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC1=O,,,2,0,"8.49,9.44",Group Prediction Failed
Oc1cnccc1C=O,5,imidazole_pyridine_type_N,2,1,"4.04,6.73",Count Mismatch (Groups vs Num)
SC([S-])=S,,,2,0,"2.68,8.22",Group Prediction Failed
Oc1ccccc1O,,,2,0,"9.33,13.20",Group Prediction Failed
CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,14,imidazole_pyridine_type_N,2,1,"3.13,6.74",Count Mismatch (Groups vs Num)
CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,14,imidazole_pyridine_type_N,2,1,"2.87,6.99",Count Mismatch (Groups vs Num)
[nH]1cncn1,1:4,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"2.53,9.89",OK
[SeH]C([Se-])=[Se],,,2,0,"1.16,7.13",Group Prediction Failed
[O-][NH+]1CCCNCCNC(=O)C(CCc2ccccn2)C(=O)NCC1,5:9:24,secondary_amine_N:secondary_amine_N:imidazole_pyridine_type_N,2,3,"5.22,9.33",Count Mismatch (Groups vs Num)
[H+].[Cl-].CN(C)C(=N)N=C(N)N,4:7:8,secondary_amine_N:primary_amine_N:primary_amine_N,2,3,"3.10,12.40",Count Mismatch (Groups vs Num)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,,,2,0,"7.50,12.18",Group Prediction Failed
CC(=O)NCC(=O)N(CC(O)=O)C(=O)[C@@H](N)Cc1cncn1Cc2ccccc2,15:19,primary_amine_N:imidazole_pyridine_type_N,2,2,"3.18,6.25",OK
CC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,22,imidazole_pyridine_type_N,2,1,"3.04,7.09",Count Mismatch (Groups vs Num)
CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,18,imidazole_pyridine_type_N,2,1,"3.17,6.78",Count Mismatch (Groups vs Num)
CC(=O)N[C@@H](CS)C(O)=O,,,2,0,"3.09,9.44",Group Prediction Failed
CC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,10,imidazole_pyridine_type_N,2,1,"2.84,7.02",Count Mismatch (Groups vs Num)
Sc1cccc2c(ccnc12)c3ccccc3,15,imidazole_pyridine_type_N,2,1,"2.00,8.38",Count Mismatch (Groups vs Num)
Sc1cccc2ccc(nc12)c3ccccc3,15,imidazole_pyridine_type_N,2,1,"1.30,7.89",Count Mismatch (Groups vs Num)
Sc1cccc2cccnc12,9,imidazole_pyridine_type_N,2,1,"2.06,8.29",Count Mismatch (Groups vs Num)
CC(C(C)C(O)=O)C(O)=O,,,2,0,"3.58,5.07",Group Prediction Failed
CC(C(O)=O)C(=O)C(O)=O,,,2,0,"1.70,4.18",Group Prediction Failed
CC(C(O)=O)C(O)=O,,,2,0,"2.89,5.36",Group Prediction Failed
c1ccc(C=Cc2ccccn2)nc1,7:13,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"2.81,4.95",OK
C[C@H](NC(=O)CNC(=O)CN)C(O)=O,10,primary_amine_N,2,1,"3.18,7.90",Count Mismatch (Groups vs Num)
C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,18,primary_amine_N,2,1,"3.37,7.86",Count Mismatch (Groups vs Num)
C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,27,imidazole_pyridine_type_N,2,1,"2.83,7.19",Count Mismatch (Groups vs Num)
Oc1cccnc1,5,imidazole_pyridine_type_N,2,1,"4.95,8.62",Count Mismatch (Groups vs Num)
Oc1cccnc1C=O,3,imidazole_pyridine_type_N,2,1,"3.40,6.95",Count Mismatch (Groups vs Num)
