Metal ion,Ligand,Formula,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,Note,SMILES,max_eq_num,AcidCount,AmineCount,PhenolCount,PyridineCount,MonoPhosphateCount,ImidazoleNHCount,CyclicAmineCount,Ligand_class_id,molecular_weight,HBD,HBA,logP,TPSA
H⁺,2-Ethylbenzimidazole,C9H10N2,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,6.15,,CCc1[nH]c2ccccc2n1,1,0,0,0,0,0,1,0,14,146.193,1,1,2.1253,28.68
H⁺,"1,2-Dimethylbenzimidazole",C9H10N2,Pyrroles (azoles),[HL]/[L][H],25,1.0,Log K,6.62,,Cn1c(C)nc2ccccc12,1,0,0,0,0,0,0,0,14,146.193,0,2,1.8817,17.82
H⁺,2-(Hydroxymethyl)imidazole,C4H6N2O1,Pyrroles (azoles),[HL]/[L][H],25,3.0,Log K,7.66,NaClO₄ used as background electrolyte.,OCc1[nH]ccn1,1,0,0,0,0,0,1,0,14,98.105,2,2,-0.098,48.91
H⁺,4-(Hydroxymethyl)imidazole,C4H6N2O1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,6.46,,OCc1c[nH]cn1,1,0,0,0,0,0,1,0,14,98.105,2,2,-0.098,48.91
H⁺,4-(Hydroxymethyl)imidazole,C4H6N2O1,Pyrroles (azoles),[HL]/[L][H],25,3.0,Log K,7.42,NaClO₄ used as background electrolyte.,OCc1c[nH]cn1,1,0,0,0,0,0,1,0,14,98.105,2,2,-0.098,48.91
H⁺,4-(Hydroxymethyl)imidazole,C4H6N2O1,Pyrroles (azoles),[HL]/[L][H],25,0.0,Log K,6.38,,OCc1c[nH]cn1,1,0,0,0,0,0,1,0,14,98.105,2,2,-0.098,48.91
H⁺,1-Vinyl-2-(2-hydroxyethyl)imidazole,C7H10N2O1,Pyrroles (azoles),[HL]/[L][H],25,1.0,Log K,6.39,,OCCc1nccn1C=C,1,0,0,0,0,0,0,0,14,138.17,1,3,0.5184,38.05
H⁺,1-Vinyl-4-(2-hydroxyethyl)imidazole,C7H10N2O1,Pyrroles (azoles),[HL]/[L][H],25,1.0,Log K,6.05,,OCCc1cn(C=C)cn1,1,0,0,0,0,0,0,0,14,138.17,1,3,0.5184,38.05
H⁺,2-(Hydroxymethyl)benzimidazole,C8H8N2O1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,5.28,,OCc1[nH]c2ccccc2n1,1,0,0,0,0,0,1,0,14,148.165,2,2,1.0552,48.91
H⁺,1-Methyl-2-(hydroxymethyl)benzimidazole,C9H10N2O1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,5.43,,Cn1c(CO)nc2ccccc12,1,0,0,0,0,0,0,0,14,162.192,1,3,1.0656,38.05
H⁺,1-Methyl-5-(2-oxo-3-ethyl-4-oxolylmethyl)imidazole (Pilocarpine),C11H12N2O2,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,7.12,,CC[C@H]1[C@H](COC1=O)Cc2cncn2C,1,0,0,0,0,0,0,0,14,208.261,0,4,1.1618,44.12
H⁺,1-Methyl-5-(2-oxo-3-ethyl-4-oxolylmethyl)imidazole (Pilocarpine),C11H12N2O2,Pyrroles (azoles),[HL]/[L][H],25,0.5,Log K,7.36,,CC[C@H]1[C@H](COC1=O)Cc2cncn2C,1,0,0,0,0,0,0,0,14,208.261,0,4,1.1618,44.12
H⁺,1-Methyl-5-(2-oxo-3-ethyl-4-oxolylmethyl)imidazole (Pilocarpine),C11H12N2O2,Pyrroles (azoles),[HL]/[L][H],25,0.0,Log K,6.98,,CC[C@H]1[C@H](COC1=O)Cc2cncn2C,1,0,0,0,0,0,0,0,14,208.261,0,4,1.1618,44.12
H⁺,2-Mercaptoimidazole,C3H4N2S1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,11.21,,Sc1[nH]ccn1,1,0,0,0,0,0,1,0,14,100.146,2,2,0.6984,28.68
H⁺,N-Methyl-2-mercaptoimidazole,C4H6N2S1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,11.58,,Cn1ccnc1S,1,0,0,0,0,0,0,0,14,114.173,1,3,0.7088,17.82
H⁺,4-(2-Aminoethyl)-2-mercaptoimidazole (2-Mercaptohistamine),C5H9N3S1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,11.62,,NCCc1c[nH]c(S)n1,2,0,1,0,0,0,1,0,14,143.215,3,3,0.1996,54.7
H⁺,4-(2-Aminoethyl)-2-mercaptoimidazole (2-Mercaptohistamine),C5H9N3S1,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,9.12,,NCCc1c[nH]c(S)n1,2,0,1,0,0,0,1,0,14,143.215,3,3,0.1996,54.7
H⁺,L-Pyroglutamyl-L-histidine methyl ester,C12H16N4O4,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,6.34,,COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCC(=O)N2,1,0,0,0,0,0,1,1,14,280.284,3,5,-1.1114,113.18
H⁺,L-Pyroglutamyl-L-histidyl-L-proline amide,C16H22N6O4,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,6.3,,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H]3CCC(=O)N3,1,0,1,0,0,0,1,1,14,362.39,4,5,-1.8081,150.28
H⁺,L-Pyroglutamyl-L-histidyl-L-proline amide,C16H22N6O4,Pyrroles (azoles),[HL]/[L][H],22,0.1,Log K,6.38,,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H]3CCC(=O)N3,1,0,1,0,0,0,1,1,14,362.39,4,5,-1.8081,150.28
H⁺,L-Pyroglutamyl-D-histidyl-L-proline amide,C16H22N6O4,Pyrroles (azoles),[HL]/[L][H],22,0.1,Log K,6.15,,NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc2c[nH]cn2)NC(=O)[C@@H]3CCC(=O)N3,1,0,1,0,0,0,1,1,14,362.39,4,5,-1.8081,150.28
H⁺,Phenylmethyloxycarbonylglycylglycyl-L-histidylglycylglycine ethyl ester,C24H31N7O8,Pyrroles (azoles),[HL]/[L][H],37,0.15,Log K,6.08,,CCOC(=O)CNC(=O)CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)OCc2ccccc2,1,0,0,0,0,0,1,0,14,545.553,6,9,-1.7249,209.71
H⁺,N-Cyano-N'-methyl-N''-[2-(5-methyl-4-imidazolylmethylthio)ethyl]guanidine (Cimetidine),C10H16N6S1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,6.86,,CN=C(NCCSCc1nc[nH]c1C)NC#N,1,0,0,0,0,0,1,0,14,252.347,3,4,0.5974,88.89
H⁺,N-Cyano-N'-methyl-N''-[2-(5-methyl-4-imidazolylmethylthio)ethyl]guanidine (Cimetidine),C10H16N6S1,Pyrroles (azoles),[HL]/[L][H],37,0.15,Log K,6.65,,CN=C(NCCSCc1nc[nH]c1C)NC#N,1,0,0,0,0,0,1,0,14,252.347,3,4,0.5974,88.89
H⁺,2-Aminobenzimidazole,C7H6N3,Pyrroles (azoles),[HL]/[L][H],25,0.5,Log K,7.45,,Nc1[nH]c2ccccc2n1,1,0,1,0,0,0,1,0,14,133.154,2,2,1.1451,54.7
H⁺,2-(2-Aminoethyl)imidazole (Isohistamine),C5H9N3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,9.27,,NCCc1[nH]ccn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,2-(2-Aminoethyl)imidazole (Isohistamine),C5H9N3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,6.04,,NCCc1[nH]ccn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,9.81,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[HL]/[L][H],37,0.15,Log K,9.44,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[HL]/[L][H],25,0.5,Log K,9.91,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[HL]/[L][H],25,1.0,Log K,10.02,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[HL]/[L][H],25,0.0,Log K,9.8,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,6.11,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[H₂L]/[HL][H],37,0.15,Log K,5.91,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.5,Log K,6.25,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[H₂L]/[HL][H],25,1.0,Log K,6.46,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Aminoethyl)imidazole (Histamine),C5H9N3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.0,Log K,5.95,,NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,111.148,2,2,-0.0891,54.7
H⁺,4-(2-Methylaminoethyl)imidazole,C6H11N3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,9.9,,CNCCc1c[nH]cn1,2,0,0,0,0,0,1,0,14,125.175,2,2,0.1716,40.71
H⁺,4-(2-Methylaminoethyl)imidazole,C6H11N3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,5.87,,CNCCc1c[nH]cn1,2,0,0,0,0,0,1,0,14,125.175,2,2,0.1716,40.71
H⁺,4-(2-Dimethylaminoethyl)imidazole,C7H13N3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,9.33,,CN(C)CCc1c[nH]cn1,2,0,0,0,0,0,1,0,14,139.202,1,2,0.5138,31.92
H⁺,4-(2-Dimethylaminoethyl)imidazole,C7H13N3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,5.82,,CN(C)CCc1c[nH]cn1,2,0,0,0,0,0,1,0,14,139.202,1,2,0.5138,31.92
H⁺,L-4-(2-Amino-3-hydroxypropyl)imidazole (Histidinol),C6H11N3O1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,8.84,,N[C@H](CO)Cc1c[nH]cn1,2,0,1,0,0,0,1,0,14,141.174,3,3,-0.7282,74.93
H⁺,L-4-(2-Amino-3-hydroxypropyl)imidazole (Histidinol),C6H11N3O1,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,5.85,,N[C@H](CO)Cc1c[nH]cn1,2,0,1,0,0,0,1,0,14,141.174,3,3,-0.7282,74.93
H⁺,L-Histidine methyl ester,C7H11N3O2,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,7.22,,COC(=O)[C@@H](N)Cc1c[nH]cn1,2,0,1,0,0,0,1,0,14,169.184,2,4,-0.5475,81.0
H⁺,L-Histidine methyl ester,C7H11N3O2,Pyrroles (azoles),[HL]/[L][H],37,0.15,Log K,6.96,,COC(=O)[C@@H](N)Cc1c[nH]cn1,2,0,1,0,0,0,1,0,14,169.184,2,4,-0.5475,81.0
H⁺,L-Histidine methyl ester,C7H11N3O2,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,5.27,,COC(=O)[C@@H](N)Cc1c[nH]cn1,2,0,1,0,0,0,1,0,14,169.184,2,4,-0.5475,81.0
H⁺,L-Histidine methyl ester,C7H11N3O2,Pyrroles (azoles),[H₂L]/[HL][H],37,0.15,Log K,5.06,,COC(=O)[C@@H](N)Cc1c[nH]cn1,2,0,1,0,0,0,1,0,14,169.184,2,4,-0.5475,81.0
H⁺,2-Hydroxy-3-(4-imidazolyl)propanoic acid methyl ester,C7H10N2O3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,6.73,,COC(=O)C(O)Cc1c[nH]cn1,1,0,0,0,0,0,1,0,14,170.168,2,4,-0.5139,75.21
H⁺,L-Histidinamide,C6H10N4O1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,7.63,,N[C@@H](Cc1c[nH]cn1)C(N)=O,2,0,2,0,0,0,1,0,14,154.173,3,3,-1.2352,97.79
H⁺,L-Histidinamide,C6H10N4O1,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,5.7,,N[C@@H](Cc1c[nH]cn1)C(N)=O,2,0,2,0,0,0,1,0,14,154.173,3,3,-1.2352,97.79
H⁺,N-Acetylhistamine,C7H11N3O1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,7.12,,CC(=O)NCCc1c[nH]cn1,1,0,0,0,0,0,1,0,14,153.185,2,2,0.0883,57.78
H⁺,Glycylhistamine,C7H12N4O1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,8.04,,NCC(=O)NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,168.2,3,3,-0.9729,83.8
H⁺,Glycylhistamine,C7H12N4O1,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,6.78,,NCC(=O)NCCc1c[nH]cn1,2,0,1,0,0,0,1,0,14,168.2,3,3,-0.9729,83.8
H⁺,Glycylglycyl-L-histidine methyl ester,C11H17N5O4,Pyrroles (azoles),[HL]/[L][H],37,0.15,Log K,7.47,,COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN,2,0,1,0,0,0,1,0,14,283.288,4,6,-2.3151,139.2
H⁺,Glycylglycyl-L-histidine methyl ester,C11H17N5O4,Pyrroles (azoles),[H₂L]/[HL][H],37,0.15,Log K,6.12,,COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN,2,0,1,0,0,0,1,0,14,283.288,4,6,-2.3151,139.2
H⁺,Glycylglycyl-L-histidine methyl amide,C11H17N6O3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,7.87,,CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN,2,0,1,0,0,0,1,0,14,282.304,5,5,-2.7421,142.0
H⁺,Glycylglycyl-L-histidine methyl amide,C11H17N6O3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,6.33,,CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN,2,0,1,0,0,0,1,0,14,282.304,5,5,-2.7421,142.0
H⁺,Glycylglycyl-L-histidylglycylglycine ethyl ester,C16H25N7O6,Pyrroles (azoles),[HL]/[L][H],37,0.15,Log K,7.36,,CCOC(=O)CNC(=O)CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN,2,0,1,0,0,0,1,0,14,411.419,6,8,-3.6926,197.4
H⁺,Glycylglycyl-L-histidylglycylglycine ethyl ester,C16H25N7O6,Pyrroles (azoles),[H₂L]/[HL][H],37,0.15,Log K,6.01,,CCOC(=O)CNC(=O)CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN,2,0,1,0,0,0,1,0,14,411.419,6,8,-3.6926,197.4
H⁺,"Pyridino[2,3-d]-1,3-diazole (4-Azabenzimidazole)",C6H5N3,Pyrroles (azoles),[HL]/[L][H],25,0.5,Log K,4.1,,[nH]1cnc2cccnc12,1,0,0,0,1,0,1,0,14,119.127,1,2,0.9579,41.57
H⁺,2-(2-Pyridyl)imidazole,C8H7N3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,5.47,,[nH]1ccnc1c2ccccn2,1,0,0,0,1,0,1,0,14,145.165,1,2,1.4717,41.57
H⁺,4-(2-Pyridyl)imidazole,C8H7N3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,5.49,,[nH]1cnc(c1)c2ccccn2,1,0,0,0,1,0,1,0,14,145.165,1,2,1.4717,41.57
H⁺,Bis(2-imidazolyl)methane,C7H8N4,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,6.87,,C(c1[nH]ccn1)c2[nH]ccn2,2,0,0,0,0,0,2,0,14,148.169,2,2,0.7236,57.36
H⁺,Bis(2-imidazolyl)methane,C7H8N4,Pyrroles (azoles),[HL]/[L][H],35,0.1,Log K,6.69,,C(c1[nH]ccn1)c2[nH]ccn2,2,0,0,0,0,0,2,0,14,148.169,2,2,0.7236,57.36
H⁺,Bis(2-imidazolyl)methane,C7H8N4,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,4.66,,C(c1[nH]ccn1)c2[nH]ccn2,2,0,0,0,0,0,2,0,14,148.169,2,2,0.7236,57.36
H⁺,Bis(2-imidazolyl)methane,C7H8N4,Pyrroles (azoles),[H₂L]/[HL][H],35,0.1,Log K,4.38,,C(c1[nH]ccn1)c2[nH]ccn2,2,0,0,0,0,0,2,0,14,148.169,2,2,0.7236,57.36
H⁺,"N,N'-Bis(4-imidazolylmethyl)ethylenediamine",C10H16N6,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,9.05,,C(CNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,220.28,4,4,0.0122,81.42
H⁺,"N,N'-Bis(4-imidazolylmethyl)ethylenediamine",C10H16N6,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,6.56,,C(CNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,220.28,4,4,0.0122,81.42
H⁺,"N,N'-Bis(4-imidazolylmethyl)ethylenediamine",C10H16N6,Pyrroles (azoles),[H₃L]/[H₂L][H],25,0.1,Log K,4.26,,C(CNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,220.28,4,4,0.0122,81.42
H⁺,"N,N'-Bis(4-imidazolylmethyl)ethylenediamine",C10H16N6,Pyrroles (azoles),[H₄L]/[H₃L][H],25,0.1,Log K,3.21,,C(CNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,220.28,4,4,0.0122,81.42
H⁺,"1,9-Di-4-imidazolyl-5-oxa-2,8-diazanonane",C12H20N6O1,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,9.16,,C(COCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,264.333,4,5,0.0288,90.65
H⁺,"1,9-Di-4-imidazolyl-5-oxa-2,8-diazanonane",C12H20N6O1,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,8.17,,C(COCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,264.333,4,5,0.0288,90.65
H⁺,"1,9-Di-4-imidazolyl-5-oxa-2,8-diazanonane",C12H20N6O1,Pyrroles (azoles),[H₃L]/[H₂L][H],25,0.1,Log K,4.66,,C(COCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,264.333,4,5,0.0288,90.65
H⁺,"1,9-Di-4-imidazolyl-5-oxa-2,8-diazanonane",C12H20N6O1,Pyrroles (azoles),[H₄L]/[H₃L][H],25,0.1,Log K,3.88,,C(COCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,264.333,4,5,0.0288,90.65
H⁺,"1,10-Di-4-imidazolyl-5,6-dithia-2,9-diazadecane",C12H20N6S2,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,8.74,,C(CSSCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,312.468,4,6,1.3936,81.42
H⁺,"1,10-Di-4-imidazolyl-5,6-dithia-2,9-diazadecane",C12H20N6S2,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,7.85,,C(CSSCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,312.468,4,6,1.3936,81.42
H⁺,"1,10-Di-4-imidazolyl-5,6-dithia-2,9-diazadecane",C12H20N6S2,Pyrroles (azoles),[H₃L]/[H₂L][H],25,0.1,Log K,4.62,,C(CSSCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,312.468,4,6,1.3936,81.42
H⁺,"1,10-Di-4-imidazolyl-5,6-dithia-2,9-diazadecane",C12H20N6S2,Pyrroles (azoles),[H₄L]/[H₃L][H],25,0.1,Log K,3.89,,C(CSSCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,0,0,0,0,0,2,0,14,312.468,4,6,1.3936,81.42
H⁺,"5-Amino-3-methyl-1,2,4-thiadiazole",C3H5N3S1,Pyrroles (azoles),[HL]/[L][H],25,0.5,Log K,2.5,,Cc1nsc(N)n1,1,0,1,0,0,0,0,0,14,115.161,1,4,0.4287,51.8
H⁺,"1,2,3-Triazole",C2H3N3,Pyrroles (azoles),[HL]/[L][H],25,0.0,Log K,9.26,,[nH]1ccnn1,1,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"4,5-Dibromo-1,2,3-triazole",C2H1Br2N3,Pyrroles (azoles),[HL]/[L][H],25,0.0,Log K,5.37,,Brc1[nH]nnc1Br,1,0,0,0,0,0,0,0,14,226.859,1,2,1.3297,41.57
H⁺,Benzotriazole,C6H5N3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,8.27,,[nH]1nnc2ccccc12,1,0,0,0,0,0,0,0,14,119.127,1,2,0.9579,41.57
H⁺,Benzotriazole,C6H5N3,Pyrroles (azoles),[HL]/[L][H],25,0.5,Log K,8.35,,[nH]1nnc2ccccc12,1,0,0,0,0,0,0,0,14,119.127,1,2,0.9579,41.57
H⁺,Benzotriazole,C6H5N3,Pyrroles (azoles),[HL]/[L][H],25,0.0,Log K,8.38,,[nH]1nnc2ccccc12,1,0,0,0,0,0,0,0,14,119.127,1,2,0.9579,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,9.82,,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[HL]/[L][H],37,0.15,Log K,9.55,,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[HL]/[L][H],25,0.5,Log K,9.86,,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[HL]/[L][H],25,1.0,Log K,9.94,NaClO₄ used as background electrolyte.,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[HL]/[L][H],25,2.0,Log K,10.2,NaClO₄ used as background electrolyte.,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[HL]/[L][H],25,0.0,Log K,10.0,,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,2.38,,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[H₂L]/[HL][H],37,0.15,Log K,2.29,Value adjusted for compatibility with other values.,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.5,Log K,2.51,,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[H₂L]/[HL][H],25,1.0,Log K,2.69,NaClO₄ used as background electrolyte.,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[H₂L]/[HL][H],25,2.0,Log K,2.95,NaClO₄ used as background electrolyte.,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazole",C2H3N3,Pyrroles (azoles),[H₂L]/[HL][H],25,0.0,Log K,2.37,,[nH]1cncn1,2,0,0,0,0,0,0,0,14,69.067,1,2,-0.1953,41.57
H⁺,"1,2,4-Triazolidin-3,5-dione (Urazole)",C2H3N3O2,Pyrroles (azoles),[HL]/[L][H],20,0.1,Log K,5.69,,O=C1NNC(=O)N1,1,0,0,0,0,0,0,0,14,101.065,3,2,-1.6087,81.51
H⁺,"3-Amino-1,2,4-triazole",C2H4N4,Pyrroles (azoles),[HL]/[L][H],25,0.1,Log K,10.41,,Nc1n[nH]cn1,2,0,1,0,0,0,0,0,14,84.082,2,3,-0.6131,67.59
H⁺,"3-Amino-1,2,4-triazole",C2H4N4,Pyrroles (azoles),[HL]/[L][H],37,0.15,Log K,10.2,,Nc1n[nH]cn1,2,0,1,0,0,0,0,0,14,84.082,2,3,-0.6131,67.59
H⁺,"3-Amino-1,2,4-triazole",C2H4N4,Pyrroles (azoles),[HL]/[L][H],25,0.5,Log K,10.45,,Nc1n[nH]cn1,2,0,1,0,0,0,0,0,14,84.082,2,3,-0.6131,67.59
H⁺,"3-Amino-1,2,4-triazole",C2H4N4,Pyrroles (azoles),[HL]/[L][H],25,1.0,Log K,10.43,,Nc1n[nH]cn1,2,0,1,0,0,0,0,0,14,84.082,2,3,-0.6131,67.59
H⁺,"3-Amino-1,2,4-triazole",C2H4N4,Pyrroles (azoles),[HL]/[L][H],25,0.0,Log K,10.57,,Nc1n[nH]cn1,2,0,1,0,0,0,0,0,14,84.082,2,3,-0.6131,67.59
H⁺,"3-Amino-1,2,4-triazole",C2H4N4,Pyrroles (azoles),[H₂L]/[HL][H],25,0.1,Log K,4.17,,Nc1n[nH]cn1,2,0,1,0,0,0,0,0,14,84.082,2,3,-0.6131,67.59
H⁺,"3-Amino-1,2,4-triazole",C2H4N4,Pyrroles (azoles),[H₂L]/[HL][H],37,0.15,Log K,4.03,,Nc1n[nH]cn1,2,0,1,0,0,0,0,0,14,84.082,2,3,-0.6131,67.59
H⁺,"3-Amino-1,2,4-triazole",C2H4N4,Pyrroles (azoles),[H₂L]/[HL][H],25,0.5,Log K,4.33,,Nc1n[nH]cn1,2,0,1,0,0,0,0,0,14,84.082,2,3,-0.6131,67.59
