SMILES,pKa,Dissociable_Atoms,Functional_Group,Name,Dissociable_Atoms_Ordered,Functional_Group_Ordered,Dissociation_Order
OCc1ccccn1,5.09,7,pyridine_nitrogen,2-(Hydroxymethyl)pyridine,7,pyridine_nitrogen,7(pyridine_nitrogen)
OCc1ccccn1,5.25,7,pyridine_nitrogen,2-(Hydroxymethyl)pyridine,7,pyridine_nitrogen,7(pyridine_nitrogen)
OCc1ccccn1,4.86,7,pyridine_nitrogen,2-(Hydroxymethyl)pyridine,7,pyridine_nitrogen,7(pyridine_nitrogen)
Cc1cccc(CO)n1,5.43,11,ring_nitrogen,2-(Hydroxymethyl)-6-methylpyridine,11,ring_nitrogen,11(ring_nitrogen)
OCCc1ccccn1,5.37,8,pyridine_nitrogen,2-(2-Hydroxyethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
OCCc1ccccn1,5.31,8,pyridine_nitrogen,2-(2-Hydroxyethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
Cc1cccc(CCO)n1,6.1,12,ring_nitrogen,2-(2-Hydroxyethyl)-6-methylpyridine,12,ring_nitrogen,12(ring_nitrogen)
CC(O)Cc1ccccn1,5.48,9,pyridine_nitrogen,2-(2-Hydroxypropyl)pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
OC(Cc1ccccn1)c2ccccc2,5.2,8,pyridine_nitrogen,2-(2-Hydroxy-2-phenylethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
OCCCc1ccccn1,5.71,9,pyridine_nitrogen,2-(3-Hydroxypropyl)pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
OCCCc1ccccn1,5.61,9,pyridine_nitrogen,2-(3-Hydroxypropyl)pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
OCCCCc1ccccn1,5.83,10,pyridine_nitrogen,2-(4-Hydroxybutyl)pyridine,10,pyridine_nitrogen,10(pyridine_nitrogen)
OCCCCCc1ccccn1,5.93,11,pyridine_nitrogen,2-(5-Hydroxypentyl)pyridine,11,pyridine_nitrogen,11(pyridine_nitrogen)
OCc1cccnc1,5.0,6,pyridine_nitrogen,3-(Hydroxymethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
OCc1cccnc1,5.08,6,pyridine_nitrogen,3-(Hydroxymethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
OCc1cccnc1,5.1,6,pyridine_nitrogen,3-(Hydroxymethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
OCc1cccnc1,4.9,6,pyridine_nitrogen,3-(Hydroxymethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
OCCc1cccnc1,5.38,7,pyridine_nitrogen,3-(2-Hydroxyethyl)pyridine,7,pyridine_nitrogen,7(pyridine_nitrogen)
OCCCc1cccnc1,5.57,8,pyridine_nitrogen,3-(3-Hydroxypropyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
OCCCc1cccnc1,5.65,8,pyridine_nitrogen,3-(3-Hydroxypropyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
OCCCc1cccnc1,5.47,8,pyridine_nitrogen,3-(3-Hydroxypropyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
OCCCCc1cccnc1,5.7,9,pyridine_nitrogen,3-(4-Hydroxybutyl)pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
OCCCCCc1cccnc1,5.72,10,pyridine_nitrogen,3-(5-Hydroxypentyl)pyridine,10,pyridine_nitrogen,10(pyridine_nitrogen)
OCc1ccncc1,5.41,5,pyridine_nitrogen,4-(Hydroxymethyl)pyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
OCc1ccncc1,5.53,5,pyridine_nitrogen,4-(Hydroxymethyl)pyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
OCc1ccncc1,5.33,5,pyridine_nitrogen,4-(Hydroxymethyl)pyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
OCCc1ccncc1,5.68,6,pyridine_nitrogen,4-(2-Hydroxyethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
OCCc1ccncc1,5.6,6,pyridine_nitrogen,4-(2-Hydroxyethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
OCCCc1ccncc1,5.9,7,pyridine_nitrogen,4-(3-Hydroxypropyl)pyridine,7,pyridine_nitrogen,7(pyridine_nitrogen)
OCCCc1ccncc1,5.84,7,pyridine_nitrogen,4-(3-Hydroxypropyl)pyridine,7,pyridine_nitrogen,7(pyridine_nitrogen)
OCCCCc1ccncc1,6.01,8,pyridine_nitrogen,4-(4-Hydroxybutyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
OCCCCCc1ccncc1,6.04,9,pyridine_nitrogen,4-(5-Hydroxypentyl)pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
OCc1cccc(CO)n1,4.39,12,ring_nitrogen,"2,6-Bis(hydroxymethyl)pyridine",12,ring_nitrogen,12(ring_nitrogen)
COc1cccnc1,4.91,6,pyridine_nitrogen,3-Methoxypyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
COc1cccnc1,4.88,6,pyridine_nitrogen,3-Methoxypyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
COc1ccncc1,6.47,5,pyridine_nitrogen,4-Methoxypyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
COc1cc(C)nc(C)c1,8.04,4,pyridine_nitrogen,"2,6-Dimethyl-4-methoxypyridine",4,pyridine_nitrogen,4(pyridine_nitrogen)
O=Cc1ccccn1,3.92,7,pyridine_nitrogen,Pyridine-2-carboxaldehyde,7,pyridine_nitrogen,7(pyridine_nitrogen)
O=Cc1ccccn1,3.8,7,pyridine_nitrogen,Pyridine-2-carboxaldehyde,7,pyridine_nitrogen,7(pyridine_nitrogen)
O=Cc1cccnc1,3.7,6,pyridine_nitrogen,Pyridine-3-carboxaldehyde,6,pyridine_nitrogen,6(pyridine_nitrogen)
O=Cc1ccncc1,4.53,5,pyridine_nitrogen,Pyridine-4-carboxaldehyde,5,pyridine_nitrogen,5(pyridine_nitrogen)
O=Cc1cccc(C=O)n1,2.13,14,ring_nitrogen,"Pyridine-2,6-dicarboxaldehyde",14,ring_nitrogen,14(ring_nitrogen)
CC(=O)c1ccccn1,2.66,8,pyridine_nitrogen,2-Acetylpyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
CC(=O)c1cccnc1,3.48,7,pyridine_nitrogen,3-Acetylpyridine,7,pyridine_nitrogen,7(pyridine_nitrogen)
CC(=O)c1cccnc1,3.28,7,pyridine_nitrogen,3-Acetylpyridine,7,pyridine_nitrogen,7(pyridine_nitrogen)
CC(=O)c1ccncc1,3.7,6,pyridine_nitrogen,4-Acetylpyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
CC(=O)c1ccncc1,3.51,6,pyridine_nitrogen,4-Acetylpyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
CC(=O)c1c(C)cc(C)nc1C,5.91,6,pyridine_nitrogen,"3-Acetyl-2,4,6-trimethylpyridine",6,pyridine_nitrogen,6(pyridine_nitrogen)
COC(=O)c1ccccn1,2.21,9,pyridine_nitrogen,Pyridine-2-carboxylic acid methyl ester (Picolinic acid methyl ester),9,pyridine_nitrogen,9(pyridine_nitrogen)
COC(=O)c1cccnc1,3.13,8,pyridine_nitrogen,Pyridine-3-carboxylic acid methyl ester (Nicotinic acid methyl ester),8,pyridine_nitrogen,8(pyridine_nitrogen)
COC(=O)c1ccncc1,3.26,7,pyridine_nitrogen,Pyridine-4-carboxylic acid methyl ester (Isonicotinic acid methyl ester),7,pyridine_nitrogen,7(pyridine_nitrogen)
CCOC(=O)c1cc(C)nc(C)c1,5.27,6,pyridine_nitrogen,"2,6-Dimethylpyridine-4-carboxylic acid ethyl ester",6,pyridine_nitrogen,6(pyridine_nitrogen)
NC(=O)c1ccccn1,1.8,8,pyridine_nitrogen,Pyridine-2-carboxylic acid amide (Picolinamide),8,pyridine_nitrogen,8(pyridine_nitrogen)
NC(=O)c1cccnc1,3.31,7,pyridine_nitrogen,Pyridine-3-carboxylic acid amide (Nicotinamide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NC(=O)c1cccnc1,3.41,7,pyridine_nitrogen,Pyridine-3-carboxylic acid amide (Nicotinamide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NC(=O)c1cccnc1,3.35,7,pyridine_nitrogen,Pyridine-3-carboxylic acid amide (Nicotinamide),7,pyridine_nitrogen,7(pyridine_nitrogen)
CNC(=O)c1cccnc1,3.45,8,pyridine_nitrogen,Pyridine-3-carboxylic acid methylamide,8,pyridine_nitrogen,8(pyridine_nitrogen)
OCNC(=O)c1cccnc1,3.41,9,pyridine_nitrogen,Pyridine-3-carboxylic acid hydroxymethylamide,9,pyridine_nitrogen,9(pyridine_nitrogen)
NC(=O)c1ccncc1,3.67,6,pyridine_nitrogen,Pyridine-4-carboxylic acid amide (Isonicotinamide),6,pyridine_nitrogen,6(pyridine_nitrogen)
NC(=O)c1ccncc1,3.68,6,pyridine_nitrogen,Pyridine-4-carboxylic acid amide (Isonicotinamide),6,pyridine_nitrogen,6(pyridine_nitrogen)
NC(=O)c1ccncc1,3.61,6,pyridine_nitrogen,Pyridine-4-carboxylic acid amide (Isonicotinamide),6,pyridine_nitrogen,6(pyridine_nitrogen)
NC(=O)Cc1ccccn1,4.34,9,pyridine_nitrogen,2-Pyridylacetic acid amide,9,pyridine_nitrogen,9(pyridine_nitrogen)
NC(=O)Cc1cccnc1,4.72,8,pyridine_nitrogen,3-Pyridylacetic acid amide,8,pyridine_nitrogen,8(pyridine_nitrogen)
NC(=O)Cc1ccncc1,5.08,7,pyridine_nitrogen,4-Pyridylacetic acid amide,7,pyridine_nitrogen,7(pyridine_nitrogen)
NC(=O)CCc1ccccn1,5.09,10,pyridine_nitrogen,3-(2-Pyridyl)propanoic acid amide,10,pyridine_nitrogen,10(pyridine_nitrogen)
NC(=O)CCc1cccnc1,5.21,9,pyridine_nitrogen,3-(3-Pyridyl)propanoic acid amide,9,pyridine_nitrogen,9(pyridine_nitrogen)
NC(=O)CCc1ccncc1,5.58,8,pyridine_nitrogen,3-(4-Pyridyl)propanoic acid amide,8,pyridine_nitrogen,8(pyridine_nitrogen)
NC(=O)CCCc1ccccn1,5.48,11,pyridine_nitrogen,4-(2-Pyridyl)butanoic acid amide,11,pyridine_nitrogen,11(pyridine_nitrogen)
NC(=O)CCCc1cccnc1,5.33,10,pyridine_nitrogen,4-(3-Pyridyl)butanoic acid amide,10,pyridine_nitrogen,10(pyridine_nitrogen)
NC(=O)CCCc1ccncc1,5.64,9,pyridine_nitrogen,4-(4-Pyridyl)butanoic acid amide,9,pyridine_nitrogen,9(pyridine_nitrogen)
NC(=O)CCCCc1ccccn1,5.73,12,pyridine_nitrogen,5-(2-Pyridyl)pentanoic acid amide,12,pyridine_nitrogen,12(pyridine_nitrogen)
NC(=O)CCCCc1cccnc1,5.6,11,pyridine_nitrogen,5-(3-Pyridyl)pentanoic acid amide,11,pyridine_nitrogen,11(pyridine_nitrogen)
NC(=O)CCCCc1ccncc1,5.92,10,pyridine_nitrogen,5-(4-Pyridyl)pentanoic acid amide,10,pyridine_nitrogen,10(pyridine_nitrogen)
CC(=O)Nc1ccccn1,4.15,9,pyridine_nitrogen,2-(Acetamido)pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
CC(=O)Nc1cccnc1,4.57,8,pyridine_nitrogen,3-(Acetamido)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
NNC(=O)c1ccncc1,10.47,7,pyridine_nitrogen,Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NNC(=O)c1ccncc1,10.68,7,pyridine_nitrogen,Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NNC(=O)c1ccncc1,10.66,7,pyridine_nitrogen,Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NNC(=O)c1ccncc1,3.53,7,pyridine_nitrogen,Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NNC(=O)c1ccncc1,3.66,7,pyridine_nitrogen,Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NNC(=O)c1ccncc1,3.78,7,pyridine_nitrogen,Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NNC(=O)c1ccncc1,1.8,7,pyridine_nitrogen,Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NNC(=O)c1ccncc1,1.9,7,pyridine_nitrogen,Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NNC(=O)c1ccncc1,2.0,7,pyridine_nitrogen,Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),7,pyridine_nitrogen,7(pyridine_nitrogen)
NC(=O)C(=O)NCc1ccccn1,4.2,12,pyridine_nitrogen,N-(2-Pyridylmethyl)oxamide,12,pyridine_nitrogen,12(pyridine_nitrogen)
ONC(=O)c1cccnc1,7.99,0:1,alcohol:amine_secondary,Pyridine-3-hydroxamic acid,1:0,amine_secondary:alcohol,1(amine_secondary) > 0(alcohol)
ONC(=O)c1cccnc1,3.19,0:1,alcohol:amine_secondary,Pyridine-3-hydroxamic acid,1:0,amine_secondary:alcohol,1(amine_secondary) > 0(alcohol)
ON=Cc1ccccn1,9.99,8,pyridine_nitrogen,Pyridine-2-carboxaldehyde oxime,8,pyridine_nitrogen,8(pyridine_nitrogen)
ON=Cc1ccccn1,9.89,8,pyridine_nitrogen,Pyridine-2-carboxaldehyde oxime,8,pyridine_nitrogen,8(pyridine_nitrogen)
ON=Cc1ccccn1,9.92,8,pyridine_nitrogen,Pyridine-2-carboxaldehyde oxime,8,pyridine_nitrogen,8(pyridine_nitrogen)
ON=Cc1ccccn1,10.18,8,pyridine_nitrogen,Pyridine-2-carboxaldehyde oxime,8,pyridine_nitrogen,8(pyridine_nitrogen)
ON=Cc1ccccn1,3.56,8,pyridine_nitrogen,Pyridine-2-carboxaldehyde oxime,8,pyridine_nitrogen,8(pyridine_nitrogen)
ON=Cc1ccccn1,3.62,8,pyridine_nitrogen,Pyridine-2-carboxaldehyde oxime,8,pyridine_nitrogen,8(pyridine_nitrogen)
ON=Cc1ccccn1,3.87,8,pyridine_nitrogen,Pyridine-2-carboxaldehyde oxime,8,pyridine_nitrogen,8(pyridine_nitrogen)
ON=Cc1ccccn1,3.57,8,pyridine_nitrogen,Pyridine-2-carboxaldehyde oxime,8,pyridine_nitrogen,8(pyridine_nitrogen)
CC(=NO)c1ccccn1,10.87,9,pyridine_nitrogen,1-(2-Pyridyl)ethanone oxime,9,pyridine_nitrogen,9(pyridine_nitrogen)
CC(=NO)c1ccccn1,3.97,9,pyridine_nitrogen,1-(2-Pyridyl)ethanone oxime,9,pyridine_nitrogen,9(pyridine_nitrogen)
Cc1cccc(C=NO)n1,9.94,13,ring_nitrogen,6-Methylpyridine-2-carboxaldehyde oxime,13,ring_nitrogen,13(ring_nitrogen)
Cc1cccc(C=NO)n1,4.26,13,ring_nitrogen,6-Methylpyridine-2-carboxaldehyde oxime,13,ring_nitrogen,13(ring_nitrogen)
ON=Cc1cccnc1,10.15,7,pyridine_nitrogen,Pyridine-3-carboxaldehyde oxime,7,pyridine_nitrogen,7(pyridine_nitrogen)
ON=Cc1cccnc1,10.32,7,pyridine_nitrogen,Pyridine-3-carboxaldehyde oxime,7,pyridine_nitrogen,7(pyridine_nitrogen)
ON=Cc1cccnc1,10.37,7,pyridine_nitrogen,Pyridine-3-carboxaldehyde oxime,7,pyridine_nitrogen,7(pyridine_nitrogen)
ON=Cc1cccnc1,4.14,7,pyridine_nitrogen,Pyridine-3-carboxaldehyde oxime,7,pyridine_nitrogen,7(pyridine_nitrogen)
ON=Cc1cccnc1,3.94,7,pyridine_nitrogen,Pyridine-3-carboxaldehyde oxime,7,pyridine_nitrogen,7(pyridine_nitrogen)
ON=Cc1cccnc1,3.94,7,pyridine_nitrogen,Pyridine-3-carboxaldehyde oxime,7,pyridine_nitrogen,7(pyridine_nitrogen)
ON=Cc1ccncc1,9.91,6,pyridine_nitrogen,Pyridine-4-carboxaldehyde oxime,6,pyridine_nitrogen,6(pyridine_nitrogen)
ON=Cc1ccncc1,4.58,6,pyridine_nitrogen,Pyridine-4-carboxaldehyde oxime,6,pyridine_nitrogen,6(pyridine_nitrogen)
ON=Cc1cccc(C=NO)n1,10.54,16,ring_nitrogen,"Pyridine-2,6-dicarboxaldehyde dioxime",16,ring_nitrogen,16(ring_nitrogen)
ON=Cc1cccc(C=NO)n1,10.21,16,ring_nitrogen,"Pyridine-2,6-dicarboxaldehyde dioxime",16,ring_nitrogen,16(ring_nitrogen)
ON=Cc1cccc(C=NO)n1,10.88,16,ring_nitrogen,"Pyridine-2,6-dicarboxaldehyde dioxime",16,ring_nitrogen,16(ring_nitrogen)
ON=Cc1cccc(C=NO)n1,9.91,16,ring_nitrogen,"Pyridine-2,6-dicarboxaldehyde dioxime",16,ring_nitrogen,16(ring_nitrogen)
ON=Cc1cccc(C=NO)n1,9.47,16,ring_nitrogen,"Pyridine-2,6-dicarboxaldehyde dioxime",16,ring_nitrogen,16(ring_nitrogen)
ON=Cc1cccc(C=NO)n1,10.08,16,ring_nitrogen,"Pyridine-2,6-dicarboxaldehyde dioxime",16,ring_nitrogen,16(ring_nitrogen)
ON=Cc1cccc(C=NO)n1,2.18,16,ring_nitrogen,"Pyridine-2,6-dicarboxaldehyde dioxime",16,ring_nitrogen,16(ring_nitrogen)
[O-][n+]1ccccc1S,4.43,7,thiol,2-Mercaptopyridine-N-oxide,7,thiol,7(thiol)
C[S](=O)(=O)NCc1ccccn1,11.22,11,pyridine_nitrogen,2-(Methylsulfonamidomethyl)pyridine,11,pyridine_nitrogen,11(pyridine_nitrogen)
C[S](=O)(=O)NCc1ccccn1,4.3,11,pyridine_nitrogen,2-(Methylsulfonamidomethyl)pyridine,11,pyridine_nitrogen,11(pyridine_nitrogen)
CSCc1ccccn1,4.53,8,pyridine_nitrogen,2-(Methylthiomethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
CSCc1ccccn1,4.72,8,pyridine_nitrogen,2-(Methylthiomethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
CCSCc1ccccn1,4.72,9,pyridine_nitrogen,2-[Ethylthiomethyl]pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
CSCCc1ccccn1,5.33,9,pyridine_nitrogen,2-[2-(Methylthio)ethyl]pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
CCSCCc1ccccn1,5.33,10,pyridine_nitrogen,2-[2-(Ethylthio)ethyl]pyridine,10,pyridine_nitrogen,10(pyridine_nitrogen)
OCCSCc1ccccn1,4.61,10,pyridine_nitrogen,2-[2-Hydroxyethylthiomethyl]pyridine,10,pyridine_nitrogen,10(pyridine_nitrogen)
OCCSCCc1ccccn1,5.28,11,pyridine_nitrogen,2-[2-(2-Hydroxyethylthio)ethyl]pyridine,11,pyridine_nitrogen,11(pyridine_nitrogen)
NCCSCc1ccccn1,9.28,10,pyridine_nitrogen,2-[2-Aminoethylthiomethyl]pyridine,10,pyridine_nitrogen,10(pyridine_nitrogen)
NCCSCc1ccccn1,4.21,10,pyridine_nitrogen,2-[2-Aminoethylthiomethyl]pyridine,10,pyridine_nitrogen,10(pyridine_nitrogen)
NCCCSCc1ccccn1,9.97,11,pyridine_nitrogen,2-[3-Aminopropylthiomethyl]pyridine,11,pyridine_nitrogen,11(pyridine_nitrogen)
NCCCSCc1ccccn1,4.46,11,pyridine_nitrogen,2-[3-Aminopropylthiomethyl]pyridine,11,pyridine_nitrogen,11(pyridine_nitrogen)
NCCSCCc1ccccn1,9.35,11,pyridine_nitrogen,2-[2-(2-Aminoethylthio)ethyl]pyridine,11,pyridine_nitrogen,11(pyridine_nitrogen)
NCCSCCc1ccccn1,5.12,11,pyridine_nitrogen,2-[2-(2-Aminoethylthio)ethyl]pyridine,11,pyridine_nitrogen,11(pyridine_nitrogen)
NCCCSCCc1ccccn1,10.03,12,pyridine_nitrogen,2-[2-(3-Aminopropylthio)ethyl]pyridine,12,pyridine_nitrogen,12(pyridine_nitrogen)
NCCCSCCc1ccccn1,5.19,12,pyridine_nitrogen,2-[2-(3-Aminopropylthio)ethyl]pyridine,12,pyridine_nitrogen,12(pyridine_nitrogen)
s1cccc1c2ccccn2,3.69,11,pyridine_nitrogen,2-(2-Thienyl)pyridine,11,pyridine_nitrogen,11(pyridine_nitrogen)
s1cccc1c2cccnc2,4.41,9,pyridine_nitrogen,3-(2-Thienyl)pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
s1cccc1c2ccncc2,5.48,8,pyridine_nitrogen,4-(2-Thienyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
s1ccc(c1)c2ccccn2,4.67,10,pyridine_nitrogen,2-(3-Thienyl)pyridine,10,pyridine_nitrogen,10(pyridine_nitrogen)
s1ccc(c1)c2cccnc2,4.81,9,pyridine_nitrogen,3-(3-Thienyl)pyridine,9,pyridine_nitrogen,9(pyridine_nitrogen)
s1ccc(c1)c2ccncc2,5.6,8,pyridine_nitrogen,4-(3-Thienyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
s1ccnc1c2ccccn2,2.17,10,pyridine_nitrogen,"2-(2-Pyridyl)-1,3-thiazole",10,pyridine_nitrogen,10(pyridine_nitrogen)
s1ccnc1c2ccccn2,2.15,10,pyridine_nitrogen,"2-(2-Pyridyl)-1,3-thiazole",10,pyridine_nitrogen,10(pyridine_nitrogen)
s1cnc(c1)c2ccccn2,4.05,10,pyridine_nitrogen,"4-(2-Pyridyl)-1,3-thiazole",10,pyridine_nitrogen,10(pyridine_nitrogen)
s1cncc1c2ccccn2,2.68,10,pyridine_nitrogen,"5-(2-Pyridyl)-1,3-thiazole",10,pyridine_nitrogen,10(pyridine_nitrogen)
Nc1ccccn1,6.78,6,pyridine_nitrogen,2-Aminopyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
Nc1ccccn1,6.84,6,pyridine_nitrogen,2-Aminopyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
Nc1ccccn1,6.93,6,pyridine_nitrogen,2-Aminopyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
Nc1ccccn1,6.739,6,pyridine_nitrogen,2-Aminopyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
Cc1cccnc1N,7.08,5,pyridine_nitrogen,2-Amino-3-methylpyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
Cc1ccnc(N)c1,7.47,6,aniline,2-Amino-4-methylpyridine,6,aniline,6(aniline)
Cc1ccc(N)nc1,7.22,5,aniline,2-Amino-5-methylpyridine,5,aniline,5(aniline)
Nc1cccc[n+]1[O-],2.46,0,aniline,2-Aminopyridine 1-oxide,0,aniline,0(aniline)
Nc1cccc[n+]1[O-],2.48,0,aniline,2-Aminopyridine 1-oxide,0,aniline,0(aniline)
Nc1cccnc1,6.05,5,pyridine_nitrogen,3-Aminopyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
Nc1cccnc1,6.16,5,pyridine_nitrogen,3-Aminopyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
Nc1cccnc1,6.02,5,pyridine_nitrogen,3-Aminopyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
Nc1ccncc1,9.17,4,pyridine_nitrogen,4-Aminopyridine,4,pyridine_nitrogen,4(pyridine_nitrogen)
Nc1ccncc1,9.25,4,pyridine_nitrogen,4-Aminopyridine,4,pyridine_nitrogen,4(pyridine_nitrogen)
Nc1ccncc1,9.33,4,pyridine_nitrogen,4-Aminopyridine,4,pyridine_nitrogen,4(pyridine_nitrogen)
Nc1ccncc1,9.114,4,pyridine_nitrogen,4-Aminopyridine,4,pyridine_nitrogen,4(pyridine_nitrogen)
NCc1ccccn1,8.65,7,pyridine_nitrogen,2-(Aminomethyl)pyridine (2-Picolylamine),7,pyridine_nitrogen,7(pyridine_nitrogen)
NCc1ccccn1,8.79,7,pyridine_nitrogen,2-(Aminomethyl)pyridine (2-Picolylamine),7,pyridine_nitrogen,7(pyridine_nitrogen)
NCc1ccccn1,8.91,7,pyridine_nitrogen,2-(Aminomethyl)pyridine (2-Picolylamine),7,pyridine_nitrogen,7(pyridine_nitrogen)
NCc1ccccn1,8.65,7,pyridine_nitrogen,2-(Aminomethyl)pyridine (2-Picolylamine),7,pyridine_nitrogen,7(pyridine_nitrogen)
NCc1ccccn1,2.03,7,pyridine_nitrogen,2-(Aminomethyl)pyridine (2-Picolylamine),7,pyridine_nitrogen,7(pyridine_nitrogen)
NCc1ccccn1,2.31,7,pyridine_nitrogen,2-(Aminomethyl)pyridine (2-Picolylamine),7,pyridine_nitrogen,7(pyridine_nitrogen)
NCc1ccccn1,2.46,7,pyridine_nitrogen,2-(Aminomethyl)pyridine (2-Picolylamine),7,pyridine_nitrogen,7(pyridine_nitrogen)
NCc1ccccn1,1.96,7,pyridine_nitrogen,2-(Aminomethyl)pyridine (2-Picolylamine),7,pyridine_nitrogen,7(pyridine_nitrogen)
Cc1cccc(CN)n1,8.9,11,ring_nitrogen,2-Aminomethyl-6-methylpyridine,11,ring_nitrogen,11(ring_nitrogen)
Cc1cccc(CN)n1,3.08,11,ring_nitrogen,2-Aminomethyl-6-methylpyridine,11,ring_nitrogen,11(ring_nitrogen)
NCc1cccnc1,8.63,6,pyridine_nitrogen,3-(Aminomethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
NCc1cccnc1,9.12,6,pyridine_nitrogen,3-(Aminomethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
NCc1cccnc1,3.71,6,pyridine_nitrogen,3-(Aminomethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
NCc1cccnc1,4.06,6,pyridine_nitrogen,3-(Aminomethyl)pyridine,6,pyridine_nitrogen,6(pyridine_nitrogen)
NCc1ccncc1,8.3,5,pyridine_nitrogen,4-(Aminomethyl)pyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
NCc1ccncc1,4.05,5,pyridine_nitrogen,4-(Aminomethyl)pyridine,5,pyridine_nitrogen,5(pyridine_nitrogen)
NCCc1ccccn1,9.55,8,pyridine_nitrogen,2-(2-Aminoethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
NCCc1ccccn1,9.7,8,pyridine_nitrogen,2-(2-Aminoethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
NCCc1ccccn1,9.84,8,pyridine_nitrogen,2-(2-Aminoethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
NCCc1ccccn1,9.6,8,pyridine_nitrogen,2-(2-Aminoethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
NCCc1ccccn1,3.9,8,pyridine_nitrogen,2-(2-Aminoethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
NCCc1ccccn1,4.16,8,pyridine_nitrogen,2-(2-Aminoethyl)pyridine,8,pyridine_nitrogen,8(pyridine_nitrogen)
