sample_id,SMILES,metal_ion,true_pka_values,predicted_positions,binding_sites
444,N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,Cd2+,"[4.55, 7.9]","[0, 7]","[0, 5, 7, 9, 10, 13, 14]"
445,OC(=O)C1(O)CCCC1,Cd2+,"[1.45, 2.38]","[0, 4]","[0, 2, 4]"
446,OC(=O)CC(O)(CC(O)=O)C(O)=O,Cd2+,"[3.69, 5.3]","[11, 0]","[0, 2, 5, 8, 9, 11, 12]"
447,OC(=O)CC(S)C(O)=O,Cd2+,"[-13.51, 10.05]","[5, 0]","[0, 2, 5, 7, 8]"
448,OC(=O)CN(CC(O)=O)C1C(=O)NC(=O)NC1=O,Cd2+,"[11.235, 18.28]","[4, 0]","[0, 2, 4, 7, 8, 11, 12, 14, 15, 17]"
449,OC(=O)CN(CC(O)=O)CC(=O)c1ccccc1,Cd2+,"[7.37, 12.34]","[4, 7]","[0, 2, 4, 7, 8, 11]"
450,OC(=O)CN(CC(O)=O)CC(=O)c1sccc1,Cd2+,"[7.43, 12.36]","[4, 13]","[0, 2, 4, 7, 8, 11, 13]"
451,OC(=O)CN(CC(O)=O)Cc1ccccn1,Cd2+,"[9.92, 15.1]","[4, 15]","[0, 2, 4, 7, 8, 15]"
452,OC(=O)CNc1cccc2cccnc12,Cd2+,"[2.7, 5.3]","[13, 4]","[0, 2, 4, 13]"
453,OC(=O)CSCC(O)=O,Cd2+,"[3.14, 5.57]","[0, 7]","[0, 2, 4, 7, 8]"
454,OC(=O)c1cccc(n1)C(O)=O,Cd2+,"[6.36, 10.9]","[8, 10]","[0, 2, 8, 10, 11]"
455,OCCS,Cd2+,"[6.1, 12.41]","[3, 0]","[0, 3]"
456,O[S](=O)(=O)c1ccc(Sc2ccccc2)cc1,Cd2+,"[0.67, 3.04]","[0, 6]","[0, 1, 2, 3, 8]"
457,Oc1ccc(c2cccnc12)[S](O)(=O)=O,Cd2+,"[-11.8, -6.39]","[9, 0]","[0, 9, 11, 12, 13, 14]"
458,SC#N,Cd2+,"[1.68, 2.37]","[0, 2]","[0, 2]"
459,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=C(c3cccnc3C2=O)[S]([O-])(=O)=O)c4ccccc14,Cd2+,"[-13.29, -8.03]","[10, 19]","[2, 3, 4, 5, 10, 11, 19, 22, 23, 24, 25, 26]"
460,c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25,Cd2+,"[6.4, 11.76]","[10, 9]",[]
461,c1ccncc1,Cd2+,"[1.32, 2.03]","[3, 4]",[3]
462,CC(=O)N[C@@H](C(O)=O)C(C)(C)S,Cd2+,"[7.53, 14.11, 17.44]","[6, 11, 4]","[2, 3, 6, 7, 11]"
463,CC(=O)N[C@@H](CS)C(O)=O,Cd2+,"[7.05, 13.49, 17.41]","[6, 8, 3]","[2, 3, 6, 8, 9]"
464,CC(C)[C@H](N)C(O)=O,Cd2+,"[-6.81, 3.72, 8.83]","[4, 6, 3]","[4, 6, 7]"
465,C[C@H](N)C(O)=O,Cd2+,"[3.98, 7.35, 9.93]","[2, 4, 1]","[2, 4, 5]"
466,Cc1ccc2ccc3ccc(C)nc3c2n1,Cd2+,"[4.1, 7.4, 10.4]","[12, 15, 5]","[12, 15]"
467,Cc1ccc2ccc3cccnc3c2n1,Cd2+,"[5.15, 9.65, 13.3]","[11, 14, 10]","[11, 14]"
468,NCC(O)=O,Cd2+,"[4.25, 7.77, 10.0]","[0, 3, 4]","[0, 3, 4]"
469,NCCCN,Cd2+,"[4.5, 7.2, 8.0]","[4, 0, 3]","[0, 4]"
470,NCCN,Cd2+,"[5.4, 9.87, 12.1]","[3, 0, 2]","[0, 3]"
471,NCCc1c[nH]cn1,Cd2+,"[4.75, 7.91, 9.93]","[0, 7, 5]","[0, 5, 7]"
472,N[C@@H](CO)C(O)=O,Cd2+,"[3.77, 7.03, 9.33]","[0, 5, 1]","[0, 3, 5, 6]"
473,N[C@@H](Cc1ccccc1)C(O)=O,Cd2+,"[3.62, 6.82, 9.2]","[0, 10, 1]","[0, 10, 11]"
474,OC(=O)\C=C/C(O)=O,Cd2+,"[2.3, 3.6, 3.8]","[6, 0, 7]","[0, 2, 6, 7]"
475,OC(=O)c1ccccn1,Cd2+,"[4.35, 8.0, 10.79]","[8, 0, 6]","[0, 2, 8]"
476,Oc1cccc2cccnc12,Cd2+,"[7.34, 13.44, 17.96]","[0, 9, 8]","[0, 9]"
477,[nH]1cccn1,Cd2+,"[1.1, 1.6, 1.8]","[4, 0, 1]","[0, 4]"
478,[nH]1ccnc1c2ccccn2,Cd2+,"[4.7, 8.16, 10.74]","[10, 0, 3]","[0, 3, 10]"
479,c1ccc(nc1)c2ccccn2,Cd2+,"[4.22, 7.8, 10.4]","[4, 11, 5]","[4, 11]"
480,c1cnc2c(c1)ccc3ncccc23,Cd2+,"[5.66, 10.57, 14.7]","[9, 2, 10]","[2, 9]"
481,[nH]1ccnc1,Cd2+,"[2.72, 4.7, 6.1, 6.87]","[3, 0, 2, 4]","[0, 3]"
482,C(CN(Cc1ccccn1)Cc2ccccn2)N(Cc3ccccn3)Cc4ccccn4,Co2+,[16.4],[24],"[2, 9, 16, 17, 24, 31]"
483,C(CNCc1c[nH]cn1)NCc2c[nH]cn2,Co2+,[11.43],[8],"[2, 6, 8, 9, 13, 15]"
484,C(COCCNCc1c[nH]cn1)NCc2c[nH]cn2,Co2+,[9.64],[18],"[2, 5, 9, 11, 12, 16, 18]"
485,C1CNCCNCCCNCCNC1,Co2+,[-14.3],[5],"[2, 5, 9, 12]"
486,C1CNCCNCCN1,Co2+,[11.2],[8],"[2, 5, 8]"
487,C1CNCCSCCOCCSCCN1,Co2+,[5.2],[14],"[2, 5, 8, 11, 14]"
488,C=CCCCc1ccccn1,Co2+,[1.2],[10],[10]
489,C=CCCc1ccccn1,Co2+,[1.2],[9],[9]
490,C=CCc1ccccn1,Co2+,[1.5],[8],[8]
491,C=Cc1ccccn1,Co2+,[0.8],[7],[7]
492,C=Cc1ccncc1,Co2+,[1.6],[5],[5]
493,CC(=O)CCC(O)=O,Co2+,[0.8],[6],"[2, 6, 7]"
494,CC(=O)[C@H]1CC[C@@]2(O)[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,Co2+,[20.11],[7],"[2, 7, 14, 21]"
495,CC(C(O)=O)C(O)=O,Co2+,[2.45],[6],"[3, 4, 6, 7]"
496,CC(C)(C(O)=O)C(O)=O,Co2+,[1.9],[4],"[4, 5, 7, 8]"
497,CC(C)C[C@H](N)C(=O)NCC(O)=O,Co2+,[2.42],[5],"[5, 7, 8, 11, 12]"
498,CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,Co2+,[2.21],[4],"[4, 6, 7, 13, 14]"
499,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,Co2+,[17.4],[3],"[3, 6, 7, 10, 11, 12, 15, 16, 19, 20]"
500,CC(O)Cc1ccccn1,Co2+,[1.55],[9],"[2, 9]"
501,CC1=CN(C2CC(O)C(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)O2)C(=O)NC1=O,Co2+,[4.79],[21],"[3, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 28]"
502,CCC(C(O)=O)C(O)=O,Co2+,[2.51],[7],"[4, 5, 7, 8]"
503,CCC(CC)(C(O)=O)C(O)=O,Co2+,[2.25],[9],"[6, 7, 9, 10]"
504,CCC1C(=O)NCCNCCNCCNCCNC1=O,Co2+,[4.66],[8],"[4, 5, 8, 11, 14, 17, 19]"
505,CCCC(CCC)(C(O)=O)C(O)=O,Co2+,[2.22],[11],"[8, 9, 11, 12]"
506,CCCCC(C(O)=O)C(O)=O,Co2+,[2.57],[6],"[6, 7, 9, 10]"
507,CCCCC(CCCC)(C(O)=O)C(O)=O,Co2+,[2.26],[10],"[10, 11, 13, 14]"
508,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@]3(O)[C@H]2C=C(C)C3=O)[C@@H]4C(C)(C)[C@]14OC(C)=O,Co2+,[11.24],[25],"[14, 15, 20, 25, 28, 34, 40, 43]"
509,CCCCO[P]([O-])(=O)O[P]([O-])([O-])=O,Co2+,[3.89],[7],"[4, 5, 6, 7, 8, 9, 10, 11, 12]"
510,CCCCO[P]([O-])([O-])=O,Co2+,[2.08],[8],"[4, 5, 6, 7, 8]"
511,CCCc1ccccn1,Co2+,[-1.4],[8],[8]
512,CCOC[P](O)(O)=O,Co2+,[2.41],[5],"[2, 4, 5, 6, 7]"
513,CC[P](O)(O)=O,Co2+,[2.27],[4],"[2, 3, 4, 5]"
514,CN(C)CCc1c[nH]cn1,Co2+,[2.82],[1],"[1, 7, 9]"
515,CN(C)c1ccc(cc1)N=Nc2ccccn2,Co2+,[3.37],[16],"[1, 9, 10, 16]"
516,CN1CCCN(C)CCN(C)CCCN(C)CC1,Co2+,[7.58],[9],"[1, 5, 9, 14]"
517,CN1CCNCCN(C)CCN(C)CCN(C)CCNCC1,Co2+,[13.14],[19],"[1, 4, 7, 11, 15, 19]"
518,CN1CCSCCN(C)CCSCC1,Co2+,[4.24],[7],"[1, 4, 7, 11]"
519,CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN,Co2+,[5.01],[19],"[1, 3, 8, 10, 11, 13, 15, 17, 19]"
520,CNCCSCCOCCSCCNC,Co2+,[8.22],[1],"[1, 4, 7, 10, 13]"
521,COC(=O)c1ccc2cccc(O)c2n1,Co2+,[5.53],[14],"[1, 3, 12, 14]"
522,CO[P]([O-])(=O)O[P]([O-])([O-])=O,Co2+,[3.7],[9],"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
523,COc1cccc(SCC(O)=O)c1,Co2+,[0.5],[10],"[1, 7, 10, 11]"
524,COc1ccccc1SCC(O)=O,Co2+,[0.74],[11],"[1, 8, 11, 12]"
525,COc1ccccc1[Se]CC(O)=O,Co2+,[0.65],[11],"[1, 11, 12]"
526,CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,Co2+,[4.3],[10],"[1, 4, 6, 10, 12, 13, 15, 16, 19, 20]"
527,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(O)=O,Co2+,[8.07],[2],"[2, 4, 5, 9, 10, 13, 15, 16]"
528,C[C@H](N)C(=O)N[C@@H](CS)C(O)=O,Co2+,[8.73],[2],"[2, 4, 5, 8, 10, 11]"
529,C[P](O)(O)=O,Co2+,[2.24],[2],"[1, 2, 3, 4]"
530,Cc1c(cccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,Co2+,[2.27],[23],"[7, 10, 11, 14, 15, 16, 19, 20, 23, 24]"
531,Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,Co2+,[4.52],[14],"[7, 10, 11, 14, 15, 16, 19, 20, 23, 24]"
532,Cc1ccc(cc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,Co2+,[4.71],[19],"[7, 10, 11, 14, 15, 16, 19, 20, 23, 24]"
533,Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,Co2+,[9.77],[7],"[7, 10, 11, 14, 15, 16]"
534,Cc1ncc(C[n+]2csc(CCO[P](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,Co2+,[3.66],[24],"[2, 6, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25]"
535,N,Co2+,[2.08],[],[]
536,NC(CO)(CO)CO,Co2+,[1.73],[0],"[0, 3, 5, 7]"
537,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O,Co2+,[4.800000000000001],[14],"[0, 2, 4, 5, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28]"
538,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O,Co2+,[3.65],[19],"[0, 2, 4, 5, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24]"
539,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,Co2+,[4.65],[24],"[0, 2, 4, 6, 8, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 31]"
540,NCC(=O)NCCc1c[nH]cn1,Co2+,[2.94],[0],"[0, 3, 4, 9, 11]"
541,NCC(=O)N[C@@H](CO)C(O)=O,Co2+,[3.08],[0],"[0, 3, 4, 7, 9, 10]"
542,NCC(=O)N[C@@H](CS)C(O)=O,Co2+,[10.03],[0],"[0, 3, 4, 7, 9, 10]"
543,NCC(CN)(CN)CN.NCC(CN)(CN)CN,Co2+,[7.59],[0],"[0, 4, 6, 8, 9, 13, 15, 17]"
544,NCC(N)CN,Co2+,[7.08],[5],"[0, 3, 5]"
545,NCCC(=O)NC(Cc1[nH]cnc1)C(O)=O,Co2+,[2.85],[0],"[0, 4, 5, 9, 11, 14, 15]"
546,NCCC(=O)NCCC(O)=O,Co2+,[3.0],[0],"[0, 4, 5, 9, 10]"
547,NCCN1CCCN(CCN)CC1,Co2+,[8.37],[10],"[0, 3, 7, 10]"
548,NCCNC(=O)C(=O)NCCN,Co2+,[2.78],[11],"[0, 3, 5, 7, 8, 11]"
549,NCCNCCCNCCN,Co2+,[12.4],[0],"[0, 3, 7, 10]"
550,NCCNCCCc1ccccn1.NCCNCCc2ccccn2,Co2+,[7.0],[0],"[0, 3, 12, 13, 16, 24]"
551,NCCNCCOCCNCCN,Co2+,[9.47],[12],"[0, 3, 6, 9, 12]"
552,NCCNCCSCCNCCN,Co2+,[11.46],[12],"[0, 3, 6, 9, 12]"
553,N[C@@H](CC(O)=O)C(=O)NCC(O)=O,Co2+,[4.1],[0],"[0, 4, 5, 7, 8, 11, 12]"
554,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,Co2+,[9.55],[0],"[0, 5, 6, 9, 11, 12, 15, 16, 18, 19]"
555,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,Co2+,[7.17],[19],"[0, 5, 6, 9, 10, 13, 15, 19, 21, 22, 24, 25, 28, 29, 31, 32, 35, 36, 38, 39]"
556,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,Co2+,[5.49],[0],"[0, 5, 7, 9, 10, 15, 17, 19, 20]"
557,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,Co2+,[8.54],[0],"[0, 5, 7, 9, 10, 17, 21, 22]"
558,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,Co2+,[4.73],[0],"[0, 2, 4, 6, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30]"
559,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,Co2+,[1.5533333333333335],[0],"[0, 2, 4, 6, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26]"
560,O=C1CC(=O)NCCNCCNCCNCCN1,Co2+,[4.62],[14],"[0, 4, 5, 8, 11, 14, 17]"
561,O=C1NC(=O)c2[nH]cnc2N1,Co2+,[2.1],[8],"[0, 2, 4, 6, 8, 10]"
562,OC(=O)C(=C)O[P](O)(O)=O,Co2+,[2.54],[0],"[0, 2, 5, 6, 7, 8, 9]"
563,OC(=O)C(=O)C(O)=O,Co2+,[2.42],[0],"[0, 2, 4, 6, 7]"
564,OC(=O)C(CC=C)C(O)=O,Co2+,[2.29],[8],"[0, 2, 8, 9]"
565,OC(=O)C(CCC=C)C(O)=O,Co2+,[2.32],[0],"[0, 2, 9, 10]"
566,OC(=O)C(CCCC=C)C(O)=O,Co2+,[2.54],[10],"[0, 2, 10, 11]"
567,OC(=O)C1(CC1)C(O)=O,Co2+,[3.5],[0],"[0, 2, 7, 8]"
568,OC(=O)C1(CCCC1)C(O)=O,Co2+,[1.92],[0],"[0, 2, 9, 10]"
569,OC(=O)C1(CCCCC1)C(O)=O,Co2+,[1.96],[10],"[0, 2, 10, 11]"
570,OC(=O)C=N,Co2+,[13.81],[0],"[0, 2, 4]"
571,OC(=O)CC(=O)C(O)=O,Co2+,[2.23],[0],"[0, 2, 5, 7, 8]"
572,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,Co2+,[14.0],[8],"[0, 2, 5, 8, 12, 13, 15, 16, 18, 19]"
573,OC(=O)CC(O)(CC(O)=O)C(O)=O,Co2+,[4.9],[11],"[0, 2, 5, 8, 9, 11, 12]"
574,OC(=O)CCC(O)=O,Co2+,[1.72],[0],"[0, 2, 6, 7]"
575,OC(=O)CCCCCC(O)=O,Co2+,[1.5],[0],"[0, 2, 9, 10]"
576,OC(=O)CCSCC(O)=O,Co2+,[2.11],[0],"[0, 2, 5, 8, 9]"
577,OC(=O)CCSCCC(O)=O,Co2+,[1.6],[0],"[0, 2, 5, 9, 10]"
578,OC(=O)CC[Se]CCC(O)=O,Co2+,[1.82],[0],"[0, 2, 9, 10]"
579,OC(=O)CC[Te]CCC(O)=O,Co2+,[2.36],[0],"[0, 2, 9, 10]"
580,OC(=O)CN(CC(O)=O)C1C(=O)NC(=O)NC1=O,Co2+,[11.84],[4],"[0, 2, 4, 7, 8, 11, 12, 14, 15, 17]"
581,OC(=O)CN(CC(O)=O)Cc1ccccn1,Co2+,[10.56],[4],"[0, 2, 4, 7, 8, 15]"
582,OC(=O)CN(CC(O)=O)c1cc(ccc1C(O)=O)C(O)=O,Co2+,[8.83],[16],"[0, 2, 4, 7, 8, 16, 17, 19, 20]"
583,OC(=O)CN(CC(O)=O)c1ccc(Cl)cc1N(CC(O)=O)CC(O)=O,Co2+,[12.75],[19],"[0, 2, 4, 7, 8, 16, 19, 20, 23, 24]"
584,OC(=O)CN(CC(O)=O)c1ccc(cc1)N(CC(O)=O)CC(O)=O,Co2+,[5.31],[18],"[0, 2, 4, 7, 8, 15, 18, 19, 22, 23]"
585,OC(=O)CN(CC(O)=O)c1cccc(c1)N(CC(O)=O)CC(O)=O,Co2+,[5.1],[0],"[0, 2, 4, 7, 8, 15, 18, 19, 22, 23]"
586,OC(=O)CN(CC(O)=O)c1ccccc1,Co2+,[2.96],[7],"[0, 2, 4, 7, 8]"
587,OC(=O)CN(CC(O)=O)c1ccccc1C(O)=O,Co2+,[8.42],[16],"[0, 2, 4, 7, 8, 16, 17]"
588,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,Co2+,[16.45],[4],"[0, 2, 4, 7, 10, 11, 14, 15, 18, 19]"
589,OC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,Co2+,[7.44],[8],"[0, 2, 4, 6, 8, 11, 12, 15, 16]"
590,OC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,Co2+,[6.84],[12],"[0, 2, 4, 6, 8, 10, 12, 15, 16, 19, 20]"
591,OC(=O)CNC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,Co2+,[6.45],[0],"[0, 2, 4, 6, 8, 10, 12, 14, 16, 19, 20, 23, 24]"
592,OC(=O)CNCCNCC(O)=O,Co2+,[11.25],[4],"[0, 2, 4, 7, 10, 11]"
593,OC(=O)CNCc1ccccn1,Co2+,[8.1],[11],"[0, 2, 4, 11]"
594,OC(=O)CNc1cc(C(O)=O)c(NCC(O)=O)cc1C(O)=O,Co2+,[5.8],[9],"[0, 2, 4, 9, 10, 12, 15, 16, 20, 21]"
595,OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,Co2+,[9.8],[15],"[0, 2, 4, 9, 10, 15, 16, 17, 20, 21, 24, 25]"
596,OC(=O)CNc1ccccc1C(O)=O.OC(=O)CNc2ccccc2C(O)=O,Co2+,[3.2],[26],"[0, 2, 4, 12, 13, 14, 16, 18, 26, 27]"
597,OC(=O)COCC(O)=O,Co2+,[2.7],[0],"[0, 2, 4, 7, 8]"
598,OC(=O)CSCCSCC(O)=O,Co2+,[3.13],[10],"[0, 2, 4, 7, 10, 11]"
599,OC(=O)CSSCC(O)=O,Co2+,[1.5],[8],"[0, 2, 4, 5, 8, 9]"
600,OC(=O)CSc1ccccc1,Co2+,[0.76],[0],"[0, 2, 4]"
601,OC(=O)C[Se]CC(O)=O,Co2+,[2.47],[0],"[0, 2, 7, 8]"
602,OC(=O)C[Se]c1ccccc1,Co2+,[0.63],[0],"[0, 2]"
603,OC(=O)[C@H](CS)NCCN[C@@H](CS)C(O)=O,Co2+,[16.84],[5],"[0, 2, 5, 6, 9, 12, 14, 15]"
604,OC(=O)[P](O)(O)=O,Co2+,[5.31],[0],"[0, 2, 3, 4, 5, 6]"
605,OC(=O)c1ccccc1C(O)=O,Co2+,[2.03],[10],"[0, 2, 10, 11]"
606,OC(Cc1ccccn1)c2ccccc2,Co2+,[1.4],[8],"[0, 8]"
607,OC1=CC=CC=CC1=O,Co2+,[5.59],[0],"[0, 8]"
608,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,Co2+,[4.765000000000001],[14],"[0, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 25, 26, 28]"
609,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,Co2+,[4.7],[18],"[0, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 26, 27, 29]"
610,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,Co2+,[3.68],[10],"[0, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 22, 24]"
611,OCC(O)=O,Co2+,[1.66],[3],"[0, 3, 4]"
612,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,Co2+,[14.5],[6],"[0, 3, 6, 9, 10, 13, 14, 17, 18]"
613,OCCN(CCO)c1cc(ccc1C(O)=O)C(O)=O,Co2+,[2.35],[14],"[0, 3, 6, 14, 15, 17, 18]"
614,OCCNCCc1ccccn1,Co2+,[5.3],[11],"[0, 3, 11]"
615,OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,Co2+,[2.15],[7],"[0, 3, 5, 6, 7, 8, 9, 11, 13, 15]"
616,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3C(=O)NC(=O)Nc23,Co2+,[1.65],[9],"[0, 3, 6, 8, 9, 11, 14, 15, 17, 18]"
617,OCc1ccccn1,Co2+,[2.1],[7],"[0, 7]"
618,OP(O)O,Co2+,[2.93],[2],"[0, 1, 2, 3]"
619,O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,Co2+,[2.0],[5],"[0, 3, 4, 5, 6, 7, 9, 11, 13]"
620,O[C@H]([C@@H](O)C(O)=O)C(O)=O,Co2+,[5.52],[5],"[0, 3, 5, 6, 8, 9]"
621,O[P](O)(=O)C1CCCCN1,Co2+,[5.1],[0],"[0, 1, 2, 3, 9]"
622,O[P](O)(=O)CCl,Co2+,[-1.89],[0],"[0, 1, 2, 3]"
623,O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O,Co2+,[7.1933333333333325],[2],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"
624,O[P](O)(=O)O[P](O)(O)=O,Co2+,[6.73],[2],"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
625,O[P](O)([O-])=O,Co2+,[3.88],[0],"[0, 1, 2, 3, 4]"
626,Oc1c(cc(c2cccnc12)[S](O)(=O)=O)[N+]([O-])=O,Co2+,[4.97],[0],"[0, 9, 11, 12, 13, 14, 15, 16, 17]"
627,Oc1cccc[n+]1[O-],Co2+,[4.9],[6],"[0, 6, 7]"
628,[O-][N+](=O)c1ccc(O[P]([O-])([O-])=O)cc1,Co2+,[1.65],[11],"[0, 1, 2, 7, 8, 9, 10, 11]"
629,[O-][P]([O-])(=O)O[P]([O-])(=O)Oc1ccccc1,Co2+,[3.68],[11],"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
630,[O-][P]([O-])(=O)Oc1cccc2ccccc12,Co2+,[1.68],[13],"[0, 1, 2, 3, 4]"
631,[O-][P]([O-])(=O)Oc1ccccc1,Co2+,[1.94],[6],"[0, 1, 2, 3, 4]"
632,[O-][n+]1ccccc1S,Co2+,[4.8],[7],"[0, 1, 7]"
633,CC(=O)CN(CC(O)=O)CC(O)=O,Co2+,"[6.37, 10.87]","[4, 7]","[2, 4, 7, 8, 11, 12]"
634,CC(=O)N[C@@H](C(O)=O)C(C)(C)S,Co2+,"[4.63, 10.1]","[6, 11]","[2, 3, 6, 7, 11]"
635,CC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Co2+,"[2.35, 4.15]","[10, 12]","[2, 3, 8, 10, 12, 13]"
636,CC(C)(N)[P](O)(O)=O,Co2+,"[5.19, 10.27]","[3, 6]","[3, 4, 5, 6, 7]"
637,CC(C)C1=CC(=O)C(=CC=C1)O,Co2+,"[5.8, 10.8]","[11, 8]","[6, 11]"
638,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,Co2+,"[2.1, 3.9]","[5, 18]","[5, 7, 8, 18, 19]"
639,CC(C)C[C@H](NC(=O)[C@@H](C)N)C(O)=O,Co2+,"[2.57, 4.57]","[10, 12]","[5, 7, 10, 12, 13]"
640,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,Co2+,"[2.37, 3.28]","[9, 18]","[5, 7, 9, 18, 19]"
641,CCC(N)C(O)=O,Co2+,"[-7.7, 4.23]","[3, 5]","[3, 5, 6]"
642,CCCC[C@H](N)C(O)=O,Co2+,"[-7.79, 4.26]","[5, 7]","[5, 7, 8]"
643,CCC[C@H](N)C(O)=O,Co2+,"[-7.71, 4.22]","[4, 6]","[4, 6, 7]"
644,CC[C@H](C)[C@@H](N)C(O)=O,Co2+,"[4.1, 7.46]","[5, 7]","[5, 7, 8]"
645,CC[C@H](C)[C@H](N)C(O)=O,Co2+,"[-8.93, -4.59]","[5, 7]","[5, 7, 8]"
646,CN1C=CC(=O)C(=C1C)O,Co2+,"[6.6, 11.73]","[9, 1]","[1, 5, 9]"
647,CNCCc1c[nH]cn1,Co2+,"[4.45, 7.25]","[8, 1]","[1, 6, 8]"
648,CNCc1ccccn1,Co2+,"[5.1, 8.94]","[1, 8]","[1, 8]"
649,COC(=O)[C@@H](N)Cc1c[nH]cn1,Co2+,"[-7.72, 4.42]","[5, 9]","[1, 3, 5, 9, 11]"
650,COc1ccc(NCC(O)=O)cc1,Co2+,"[3.96, 7.11]","[9, 6]","[1, 6, 9, 10]"
651,CSCC[C@H](NC(=O)CN)C(O)=O,Co2+,"[-5.76, 3.08]","[9, 11]","[1, 5, 7, 9, 11, 12]"
652,CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,Co2+,"[2.43, 3.8]","[9, 18]","[1, 5, 7, 9, 18, 19]"
