smiles,true_pka,pred_pka,rmse,true_cla,pred_cla,acc,prec,rec,f1,is_train,pka_matrix,func_mapping,func_mapping_pred
NCc1ccccc1,[9.399999618530273],[9.917912483215332],0.5179128751925433,"[[1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 9.4)]",{'9.4': 'PrimaryAmine'},{9.917912483215332: 'PrimaryAmine'}
CC(C)(N)C(N)=O,[8.0600004196167],[7.282463073730469],0.7775373361583212,"[[0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(3, 8.06)]",{'8.06': 'PrimaryAmine'},{7.282463073730469: 'PrimaryAmine'}
Oc1ccccc1C#N,[6.860000133514404],[7.9603705406188965],1.1003704249295467,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 6.86)]",{'6.86': 'Phenol'},{7.9603705406188965: 'Phenol'}
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,"[3.2699999809265137, 7.849999904632568]","[3.108168601989746, 7.643198013305664]",0.1856830900022318,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(19, 3.27), (0, 7.85)]","{'3.27': 'COOH', '7.85': 'PrimaryAmine'}","{3.108168601989746: 'COOH', 7.643198013305664: 'PrimaryAmine'}"
OC(=O)CSCc1ccccc1,[3.5999999046325684],[3.4510462284088135],0.1489536759564314,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.6)]",{'3.6': 'COOH'},{3.4510462284088135: 'COOH'}
NCCCO,[10.109999656677246],[9.79017162322998],0.3198280392484118,"[[1, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0], [0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 10.11)]",{'10.11': 'PrimaryAmine'},{9.79017162322998: 'PrimaryAmine'}
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,[7.579999923706055],[7.205802917480469],0.3741970008152401,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 7.58)]",{'7.58': 'PrimaryAmine'},{7.205802917480469: 'PrimaryAmine'}
NCC(=O)NCC(=O)NCCC(O)=O,"[4.039999961853027, 7.889999866485596]","[3.2918951511383057, 7.869203567504883]",0.5291943327612547,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(12, 4.04), (0, 7.89)]","{'4.04': 'COOH', '7.89': 'PrimaryAmine'}","{3.2918951511383057: 'COOH', 7.869203567504883: 'PrimaryAmine'}"
NC(=O)CCCCc1ccccn1,[5.730000019073486],[5.307346820831299],0.4226532045772925,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(12, 5.73)]",{'5.73': 'Pyridine'},{5.307346820831299: 'Pyridine'}
O[P](O)(=O)CI,"[1.2999999523162842, 6.440000057220459]","[1.4598098993301392, 5.959198474884033]",0.3582662395755019,"[[1, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 1.3), (2, 6.44)]","{'1.3': 'Phosphate', '6.44': 'Phosphate'}","{1.4598098993301392: 'Phosphate', 5.959198474884033: 'Phosphate'}"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.4700000286102295, 7.900000095367432, 10.470000267028809]","[3.2547812461853027, 7.638428211212158, 10.454483032226562]",0.1957717740839836,"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(23, 3.47), (2, 7.9), (11, 10.47)]","{'3.47': 'COOH', '7.9': 'PrimaryAmine', '10.47': 'PrimaryAmine'}","{3.2547812461853027: 'COOH', 7.638428211212158: 'PrimaryAmine', 10.454483032226562: 'PrimaryAmine'}"
OC(=O)c1ccc(F)cc1,[3.950000047683716],[3.452934503555298],0.4970655459791877,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.95)]",{'3.95': 'COOH'},{3.452934503555298: 'COOH'}
CC(C)C[C@H](N)C(O)=O,"[2.319999933242798, 9.579999923706055]","[2.2025539875030518, 9.41688060760498]",0.1421292764801198,"[[0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 2.32), (5, 9.58)]","{'2.32': 'COOH', '9.58': 'PrimaryAmine'}","{2.2025539875030518: 'COOH', 9.41688060760498: 'PrimaryAmine'}"
OC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1,"[3.2699999809265137, 8.670000076293945]","[3.2733867168426514, 8.375838279724121]",0.2080175818356486,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.27), (19, 8.67)]","{'3.27': 'COOH', '8.67': 'SecondaryAmine'}","{3.2733867168426514: 'COOH', 8.375838279724121: 'SecondaryAmine'}"
OC(=O)CN(CC(O)=O)c1ccccc1,"[2.4000000953674316, 5.019999980926514]","[2.2903242111206055, 4.194689750671387]",0.5887129092833661,"[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9555555555555556,0.7222222222222222,1.0,0.8222222222222223,True,"[(0, 2.4), (7, 5.02)]","{'2.4': 'COOH', '5.02': 'COOH'}","{2.2903242111206055: 'COOH', 4.194689750671387: 'COOH'}"
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,"[1.6399999856948853, 2.515000104904175, 3.6533334255218506, 4.853333473205566, 6.0333333015441895]","[2.6278531551361084, 3.1054956912994385, 4.171732425689697, 4.882086277008057, 6.347090721130371]",0.5818155900432828,"[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 1.64), (7, 2.515), (11, 3.6533333333333338), (15, 4.853333333333333), (19, 6.033333333333334)]","{'1.64': 'COOH', '2.515': 'COOH', '3.6533333333333338': 'COOH', '4.853333333333333': 'COOH', '6.033333333333334': 'COOH'}","{2.6278531551361084: 'COOH', 3.1054956912994385: 'COOH', 4.171732425689697: 'COOH', 4.882086277008057: 'COOH', 6.347090721130371: 'COOH'}"
NC1CCCC1,[10.630000114440918],[9.976316452026367],0.653683662586381,"[[1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 10.63)]",{'10.63': 'PrimaryAmine'},{9.976316452026367: 'PrimaryAmine'}
NCC(=O)NCC(=O)N[C@@H](CS)C(O)=O,"[3.069999933242798, 7.820000171661377, 9.479999542236328]","[3.0842628479003906, 7.447904109954834, 9.656296730041504]",0.2378652333581399,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(13, 3.07), (11, 7.82), (0, 9.48)]","{'3.07': 'COOH', '7.82': 'Thiol', '9.48': 'PrimaryAmine'}","{3.0842628479003906: 'COOH', 7.447904109954834: 'Thiol', 9.656296730041504: 'PrimaryAmine'}"
OC(=O)CC(=C)C(O)=O,"[3.6600000858306885, 5.195000171661377]","[2.9150984287261963, 5.045227527618408]",0.5372663788639719,"[[1, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.66), (7, 5.195)]","{'3.66': 'COOH', '5.195': 'COOH'}","{2.9150984287261963: 'COOH', 5.045227527618408: 'COOH'}"
NCCCC[C@H](NC(=O)[C@@H](N)CO)C(O)=O,"[2.9200000762939453, 7.159999847412109, 10.489999771118164]","[3.1676127910614014, 7.905256748199463, 10.149884223937988]",0.4940979829867092,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(14, 2.92), (0, 7.16), (10, 10.49)]","{'2.92': 'COOH', '7.16': 'PrimaryAmine', '10.49': 'PrimaryAmine'}","{3.1676127910614014: 'COOH', 7.905256748199463: 'PrimaryAmine', 10.149884223937988: 'PrimaryAmine'}"
CC[C@H](C)[C@H](N)C(=O)NCC(O)=O,"[3.0399999618530273, 7.960000038146973]","[3.1383724212646484, 8.11395263671875]",0.1291869675990273,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(11, 3.04), (5, 7.96)]","{'3.04': 'COOH', '7.96': 'PrimaryAmine'}","{3.1383724212646484: 'COOH', 8.11395263671875: 'PrimaryAmine'}"
NC(C(O)C(O)C(O)CO)C(O)=O,"[2.200000047683716, 9.079999923706055]","[2.1882922649383545, 8.600229263305664]",0.3393500897097859,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(11, 2.2), (0, 9.08)]","{'2.2': 'COOH', '9.08': 'PrimaryAmine'}","{2.1882922649383545: 'COOH', 8.600229263305664: 'PrimaryAmine'}"
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(O)=O,"[2.740000009536743, 7.420000076293945, 9.8100004196167, 10.779999732971191]","[3.223268508911133, 7.786733150482178, 9.816882133483887, 11.237591743469238]",0.3799603145355423,"[[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(17, 2.74), (0, 7.42), (6, 9.81), (15, 10.78)]","{'2.74': 'COOH', '7.42': 'PrimaryAmine', '9.81': 'PrimaryAmine', '10.78': 'PrimaryAmine'}","{3.223268508911133: 'COOH', 7.786733150482178: 'PrimaryAmine', 9.816882133483887: 'PrimaryAmine', 11.237591743469238: 'PrimaryAmine'}"
CNCC(=O)NCC(O)=O,"[3.0, 8.4399995803833]","[3.232032537460327, 8.301291465759277]",0.1911531351255704,"[[0, 1, 0, 0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 1, 0, 0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(8, 3.0), (1, 8.44)]","{'3.0': 'COOH', '8.44': 'SecondaryAmine'}","{3.232032537460327: 'COOH', 8.301291465759277: 'SecondaryAmine'}"
COc1ccc(cc1)C(O)=O,[4.260000228881836],[3.6297800540924072],0.6302201661399358,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(9, 4.26)]",{'4.26': 'COOH'},{3.6297800540924072: 'COOH'}
C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,"[2.990000009536743, 7.949999809265137]","[2.9261629581451416, 7.593441486358643]",0.2561337550432305,"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(15, 2.99), (2, 7.95)]","{'2.99': 'COOH', '7.95': 'PrimaryAmine'}","{2.9261629581451416: 'COOH', 7.593441486358643: 'PrimaryAmine'}"
NCC(=O)NCC(=O)NCC(=O)NO,"[7.510000228881836, 8.399999618530273]","[7.401139736175537, 8.602398872375488]",0.1625054817008716,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 7.51), (13, 8.4)]","{'7.51': 'PrimaryAmine', '8.4': 'NHydroxylamine'}","{7.401139736175537: 'PrimaryAmine', 8.602398872375488: 'NHydroxylamine'}"
CN1CCN2CCN(C)CCN(CC1)CCN(C)CC2,"[10.0, 11.800000190734863]","[8.835372924804688, 11.046404838562012]",0.9808828383738152,"[[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9,0.5499999999999999,1.0,0.6571428571428571,True,"[(1, 10.0), (4, 11.8)]","{'10.0': 'TertiaryAmine', '11.8': 'TertiaryAmine'}","{8.835372924804688: 'TertiaryAmine', 11.046404838562012: 'TertiaryAmine'}"
OC(=O)[C@@H]1CC[C@H](CC1)C(O)=O,[5.175000190734863],[3.836904764175415],1.3380954112345484,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]]",0.9166666666666666,0.25,1.0,0.3333333333333333,True,"[(0, 5.175000000000001)]",{'5.175000000000001': 'COOH'},{3.836904764175415: 'COOH'}
NC(=O)[C@@H]1CCCN1,[8.6899995803833],[7.530033111572266],1.1599664500745106,"[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 8.69)]",{'8.69': 'SecondaryAmine'},{7.530033111572266: 'SecondaryAmine'}
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(O)=O,"[2.9800000190734863, 7.25, 9.609999656677246]","[3.0921926498413086, 7.473848819732666, 9.588380813598633]",0.1451009528216554,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(16, 2.98), (14, 7.25), (0, 9.61)]","{'2.98': 'COOH', '7.25': 'Thiol', '9.61': 'PrimaryAmine'}","{3.0921926498413086: 'COOH', 7.473848819732666: 'Thiol', 9.588380813598633: 'PrimaryAmine'}"
